Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
554,Brandeis University,1.71,Bachelors,Miami,F,0,1,0,2,Junior SWE,12/18,04/23,Data Scientist,10/17,12/20,N/A,N/A,N/A
555,Providence University,3.49,Bachelors,Chicago,F,1,0,0,4,Senior SWE,03/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A
556,Brandeis University,2.63,PhD,Boston,M,N/A,1,0,0,ML Engineer,04/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A
557,Howard University,1.5,Bachelors,Miami,M,1,1,0,0,Junior SWE,11/19,03/21,Junior SWE,03/15,01/20,N/A,N/A,N/A
558,Howard University,2.75,Bachelors,New York City,M,0,1,0,3,Lawyer,12/17,08/22,ML Engineer,03/15,03/20,N/A,N/A,N/A
559,Brandeis University,4.0,Masters,Chicago,F,0,1,0,2,Senior SWE,10/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A
560,Fordham University,1.45,Bachelors,Providence,M,0,1,0,3,Senior SWE,12/17,07/23,ML Engineer,09/19,08/19,N/A,N/A,N/A
561,Brandeis University,3.45,Bachelors,Boston,F,0,0,0,1,Lawyer,11/17,05/23,Senior SWE,10/18,02/20,N/A,N/A,N/A
562,Howard University,1.62,Masters,Waltham,M,0,1,0,4,Lawyer,02/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A
563,Yale University,3.35,Bachelors,Miami,F,0,1,0,2,Junior SWE,08/19,05/21,Data Scientist,04/15,03/20,N/A,N/A,N/A
564,Harvard University,3.2,Bachelors,Boston,M,0,1,0,3,Junior SWE,03/17,06/21,N/A,N/A,N/A,N/A,N/A,N/A
565,American University,1.9,Masters,Chicago,M,0,1,0,3,Senior SWE,03/17,10/23,Senior SWE,10/15,10/20,N/A,N/A,N/A
566,Yale University,1.98,Masters,Los Angeles,M,0,1,0,0,Senior SWE,01/20,12/22,ML Engineer,10/19,06/19,N/A,N/A,N/A
567,Brandeis University,3.38,PhD,Boston,M,0,1,0,1,ML Engineer,05/20,02/21,ML Engineer,12/16,06/20,N/A,N/A,N/A
568,Fordham University,2.38,Bachelors,Boston,M,1,1,0,3,Senior SWE,05/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A
569,Providence University,3.19,Bachelors,New York City,F,0,1,0,0,Lawyer,09/18,06/22,N/A,N/A,N/A,N/A,N/A,N/A
570,Brandeis University,1.44,Masters,Providence,M,0,1,0,2,Lawyer,04/20,08/21,Data Scientist,12/17,07/21,Data Scientist,04/14,04/19
571,Fordham University,3.56,Bachelors,Waltham,M,0,1,0,3,ML Engineer,11/19,05/23,N/A,N/A,N/A,N/A,N/A,N/A
572,Harvard University,3.13,Bachelors,Chicago,F,0,1,0,0,Data Scientist,04/19,09/22,ML Engineer,02/16,03/19,N/A,N/A,N/A
573,Brandeis University,3.72,Masters,Boston,M,0,0,0,1,Data Scientist,04/18,10/22,Data Scientist,03/17,04/19,Data Scientist,06/17,04/17
574,Howard University,1.4,Bachelors,Chicago,N/A,0,1,1,4,Lawyer,10/17,05/22,N/A,N/A,N/A,N/A,N/A,N/A
575,Providence University,2.78,Bachelors,Providence,N/A,1,1,0,2,Data Scientist,08/18,09/21,N/A,N/A,N/A,N/A,N/A,N/A
576,Fordham University,2.8,Bachelors,New York City,M,0,1,0,3,Data Scientist,02/18,09/22,N/A,N/A,N/A,N/A,N/A,N/A
577,Fordham University,2.06,Bachelors,Chicago,M,0,1,0,0,ML Engineer,05/18,02/23,N/A,N/A,N/A,N/A,N/A,N/A
578,Fordham University,2.38,Bachelors,Charlottesville,M,0,1,0,3,Senior SWE,01/19,01/22,Senior SWE,09/18,09/20,N/A,N/A,N/A
579,Harvard University,1.11,Bachelors,Providence,F,0,1,0,4,Senior SWE,08/17,06/22,N/A,N/A,N/A,N/A,N/A,N/A
580,Brandeis University,3.24,Masters,Providence,F,0,1,0,3,Data Scientist,02/20,06/23,N/A,N/A,N/A,N/A,N/A,N/A
581,Harvard University,2.65,PhD,Waltham,F,0,1,0,3,Junior SWE,07/17,06/21,Junior SWE,02/15,06/19,Lawyer,06/18,09/17
582,American University,1.17,Bachelors,Miami,F,0,0,0,0,ML Engineer,11/18,08/22,ML Engineer,02/18,02/21,N/A,N/A,N/A
583,American University,3.04,Bachelors,New York City,M,0,1,0,4,Data Scientist,12/19,01/22,Lawyer,12/17,01/21,Senior SWE,09/16,10/18
584,Brandeis University,2.4,Bachelors,New York City,F,0,1,1,2,Junior SWE,11/18,01/23,Data Scientist,11/17,07/20,N/A,N/A,N/A
585,Howard University,1.1,Bachelors,Waltham,F,0,1,0,0,Junior SWE,06/18,01/21,Lawyer,05/17,10/19,N/A,N/A,N/A
586,Harvard University,3.91,Masters,Charlottesville,F,0,0,0,4,ML Engineer,11/18,12/22,N/A,N/A,N/A,N/A,N/A,N/A
587,Providence University,3.85,Masters,Chicago,F,0,1,0,4,Senior SWE,04/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A
588,Fordham University,2.54,Masters,Los Angeles,F,0,1,0,3,Lawyer,11/20,03/21,Data Scientist,11/18,03/19,N/A,N/A,N/A
589,Fordham University,1.28,Bachelors,Charlottesville,M,0,0,0,1,Junior SWE,06/19,02/23,N/A,N/A,N/A,N/A,N/A,N/A
590,Brandeis University,3.26,Bachelors,Miami,M,0,1,0,1,Lawyer,02/20,11/22,Data Scientist,03/15,03/21,N/A,N/A,N/A
591,Howard University,2.48,Bachelors,New York City,F,0,1,0,2,Lawyer,01/17,08/23,N/A,N/A,N/A,N/A,N/A,N/A
592,American University,1.91,Bachelors,Providence,M,0,1,0,3,ML Engineer,06/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A
593,American University,2.47,Masters,New York City,N/A,0,0,0,1,Senior SWE,09/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A
594,Fordham University,2.57,PhD,Charlottesville,M,0,0,0,0,ML Engineer,04/19,01/23,N/A,N/A,N/A,N/A,N/A,N/A
595,Brandeis University,2.69,Bachelors,Los Angeles,F,0,0,0,2,Junior SWE,12/19,12/21,ML Engineer,09/18,07/20,N/A,N/A,N/A
596,Harvard University,2.32,Masters,Boston,F,0,1,0,3,Senior SWE,01/19,02/21,N/A,N/A,N/A,N/A,N/A,N/A
597,American University,2.82,Bachelors,Boston,M,1,0,0,0,Data Scientist,02/18,09/21,N/A,N/A,N/A,N/A,N/A,N/A
598,Harvard University,3.76,Bachelors,Waltham,N/A,0,1,N/A,1,Senior SWE,05/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A
599,Howard University,2.09,Bachelors,New York City,F,1,1,0,1,ML Engineer,05/19,12/21,N/A,N/A,N/A,N/A,N/A,N/A
600,American University,3.18,Bachelors,New York City,F,0,1,0,1,ML Engineer,04/19,10/23,N/A,N/A,N/A,N/A,N/A,N/A
601,American University,3.68,Bachelors,Miami,M,1,1,N/A,1,Lawyer,08/19,05/23,N/A,N/A,N/A,N/A,N/A,N/A
602,Yale University,2.37,Masters,New York City,M,0,1,0,4,Data Scientist,05/20,09/23,N/A,N/A,N/A,N/A,N/A,N/A
603,American University,2.33,PhD,Los Angeles,M,0,1,0,2,Senior SWE,11/19,11/23,N/A,N/A,N/A,N/A,N/A,N/A
604,Providence University,2.81,Bachelors,New York City,M,0,0,N/A,2,Data Scientist,10/17,04/22,Data Scientist,07/18,07/20,N/A,N/A,N/A
605,Brandeis University,2.77,Bachelors,Chicago,F,0,1,0,1,Lawyer,10/18,08/21,ML Engineer,09/19,02/20,N/A,N/A,N/A
606,Brandeis University,3.42,PhD,Charlottesville,N/A,0,1,0,2,Data Scientist,11/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A
607,Harvard University,2.43,Masters,Waltham,F,0,0,0,0,Data Scientist,03/19,07/23,ML Engineer,07/19,06/20,N/A,N/A,N/A
608,Howard University,3.99,Masters,Los Angeles,F,0,1,0,0,Senior SWE,09/20,05/22,N/A,N/A,N/A,N/A,N/A,N/A
609,American University,1.18,Bachelors,Miami,F,1,1,0,2,Data Scientist,03/20,06/22,Junior SWE,07/15,04/20,Junior SWE,05/13,05/19
610,Providence University,1.01,PhD,Chicago,F,0,1,0,1,Lawyer,08/19,05/21,Data Scientist,01/16,02/21,N/A,N/A,N/A
611,Harvard University,2.92,Bachelors,Chicago,F,0,1,0,3,Junior SWE,05/18,03/22,N/A,N/A,N/A,N/A,N/A,N/A
612,Yale University,1.9,Masters,Charlottesville,F,N/A,1,1,1,Junior SWE,03/18,02/22,Junior SWE,06/17,03/21,N/A,N/A,N/A
613,Harvard University,1.72,Bachelors,Boston,F,0,1,0,4,ML Engineer,07/19,01/22,Data Scientist,10/19,01/21,N/A,N/A,N/A
614,Harvard University,1.94,Masters,Los Angeles,M,0,0,0,3,Junior SWE,09/18,08/23,Lawyer,07/15,05/21,N/A,N/A,N/A
615,American University,1.77,Bachelors,Charlottesville,M,0,1,N/A,4,Senior SWE,02/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A
616,Yale University,1.09,Bachelors,Chicago,F,1,1,N/A,2,ML Engineer,12/19,11/23,N/A,N/A,N/A,N/A,N/A,N/A
617,Harvard University,3.91,Bachelors,Miami,F,0,1,0,4,Junior SWE,03/18,01/21,N/A,N/A,N/A,N/A,N/A,N/A
618,Providence University,1.66,Bachelors,Charlottesville,F,1,1,0,2,Junior SWE,10/19,10/23,Data Scientist,02/18,02/21,N/A,N/A,N/A
619,Providence University,3.2,Masters,Boston,N/A,0,1,0,4,ML Engineer,12/18,08/22,N/A,N/A,N/A,N/A,N/A,N/A
620,Brandeis University,3.29,PhD,Chicago,M,0,0,0,3,Senior SWE,04/18,01/23,Data Scientist,01/15,08/20,ML Engineer,12/13,02/18
621,Yale University,3.79,PhD,Charlottesville,F,0,1,0,4,ML Engineer,08/18,07/21,Data Scientist,06/15,11/21,N/A,N/A,N/A
622,Yale University,1.09,Bachelors,Los Angeles,M,0,1,0,1,Senior SWE,07/20,11/22,ML Engineer,03/15,08/19,N/A,N/A,N/A
623,Brandeis University,3.62,Masters,Boston,F,0,0,0,2,Senior SWE,05/18,07/23,Junior SWE,04/19,03/20,Junior SWE,04/16,09/17
624,Harvard University,2.58,Masters,Los Angeles,F,0,1,1,0,Lawyer,02/18,05/21,Lawyer,07/16,05/19,Data Scientist,08/16,03/18
625,Yale University,2.9,Bachelors,Los Angeles,M,N/A,1,N/A,4,Junior SWE,05/18,05/21,Lawyer,10/16,07/19,N/A,N/A,N/A
626,Providence University,2.93,Bachelors,Los Angeles,F,0,1,0,2,Junior SWE,11/17,11/21,Senior SWE,03/17,01/21,Junior SWE,10/14,08/18
627,Providence University,3.46,Masters,Charlottesville,F,0,1,0,0,Data Scientist,02/19,06/21,N/A,N/A,N/A,N/A,N/A,N/A
628,American University,2.0,PhD,Boston,M,0,0,0,2,ML Engineer,07/17,04/21,Lawyer,01/15,08/21,N/A,N/A,N/A
629,Yale University,3.2,Masters,Charlottesville,F,1,1,0,2,Lawyer,03/20,12/22,N/A,N/A,N/A,N/A,N/A,N/A
630,Harvard University,2.59,Bachelors,Charlottesville,F,0,1,0,0,Junior SWE,11/17,08/21,N/A,N/A,N/A,N/A,N/A,N/A
631,Brandeis University,3.38,Bachelors,Charlottesville,N/A,0,1,0,0,Data Scientist,05/19,12/22,Senior SWE,09/19,12/19,N/A,N/A,N/A
632,Brandeis University,3.97,Bachelors,Chicago,M,1,0,0,3,Lawyer,06/17,07/23,N/A,N/A,N/A,N/A,N/A,N/A
633,Harvard University,1.6,Masters,New York City,M,1,0,0,4,Senior SWE,10/20,11/22,N/A,N/A,N/A,N/A,N/A,N/A
634,Howard University,3.98,Masters,Providence,F,0,1,0,4,Junior SWE,10/18,05/21,N/A,N/A,N/A,N/A,N/A,N/A
635,Fordham University,1.27,Bachelors,Chicago,M,0,1,N/A,2,ML Engineer,03/20,09/22,N/A,N/A,N/A,N/A,N/A,N/A
636,American University,1.01,PhD,Boston,N/A,0,1,0,1,Lawyer,01/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A
637,Brandeis University,1.13,Bachelors,Providence,M,0,1,0,1,Data Scientist,10/19,01/22,Junior SWE,11/16,12/19,Junior SWE,01/14,01/19
638,Yale University,2.03,PhD,Providence,F,0,0,0,2,ML Engineer,03/20,12/21,ML Engineer,11/16,07/19,Junior SWE,04/15,10/17
639,American University,2.9,Bachelors,Providence,F,0,0,0,3,Senior SWE,05/17,09/23,N/A,N/A,N/A,N/A,N/A,N/A
640,Yale University,1.21,Bachelors,New York City,M,0,0,0,0,ML Engineer,08/19,03/23,N/A,N/A,N/A,N/A,N/A,N/A
641,Howard University,1.02,Bachelors,Charlottesville,M,0,1,0,2,Data Scientist,01/18,05/21,N/A,N/A,N/A,N/A,N/A,N/A
642,Providence University,3.81,Bachelors,Waltham,F,0,0,0,4,Senior SWE,01/20,05/22,N/A,N/A,N/A,N/A,N/A,N/A
643,American University,3.47,Bachelors,Miami,F,0,0,0,1,Data Scientist,09/20,12/21,Junior SWE,10/17,07/19,N/A,N/A,N/A
644,Brandeis University,3.43,Bachelors,Boston,M,0,1,0,1,Junior SWE,07/20,11/23,N/A,N/A,N/A,N/A,N/A,N/A
645,American University,3.65,Bachelors,Waltham,N/A,0,1,0,1,Data Scientist,06/17,11/23,N/A,N/A,N/A,N/A,N/A,N/A
646,American University,3.1,Masters,New York City,M,N/A,1,1,3,ML Engineer,06/18,12/21,Senior SWE,05/19,03/19,N/A,N/A,N/A
647,American University,1.31,Bachelors,New York City,M,1,1,0,4,Junior SWE,06/18,01/22,Senior SWE,11/16,02/20,N/A,N/A,N/A
648,Fordham University,2.2,Bachelors,Miami,F,1,0,0,3,Junior SWE,06/17,09/22,N/A,N/A,N/A,N/A,N/A,N/A
649,American University,3.17,Bachelors,Providence,M,N/A,1,0,0,Lawyer,05/17,05/22,N/A,N/A,N/A,N/A,N/A,N/A
650,Yale University,1.84,Masters,Charlottesville,N/A,0,1,0,2,ML Engineer,07/18,08/21,Lawyer,12/15,05/20,N/A,N/A,N/A
651,Providence University,3.06,Bachelors,Miami,M,0,1,0,2,ML Engineer,11/20,12/22,Senior SWE,08/18,10/20,N/A,N/A,N/A
652,Howard University,1.07,PhD,Waltham,M,0,1,0,1,Senior SWE,03/19,12/21,N/A,N/A,N/A,N/A,N/A,N/A
653,Harvard University,1.92,Masters,Waltham,M,0,0,0,1,Data Scientist,06/19,11/22,Lawyer,07/19,04/19,Data Scientist,08/16,02/17
654,American University,2.65,Bachelors,Miami,F,1,1,0,0,Data Scientist,11/18,02/22,Lawyer,02/19,05/19,N/A,N/A,N/A
655,Brandeis University,2.9,Bachelors,New York City,F,0,1,0,3,ML Engineer,08/19,01/23,N/A,N/A,N/A,N/A,N/A,N/A
656,American University,2.73,Bachelors,Boston,F,0,1,0,4,Data Scientist,09/20,12/22,N/A,N/A,N/A,N/A,N/A,N/A
657,Brandeis University,3.09,Bachelors,Los Angeles,M,0,1,1,0,ML Engineer,04/19,06/22,N/A,N/A,N/A,N/A,N/A,N/A
658,Yale University,1.02,PhD,Charlottesville,M,0,1,0,2,Junior SWE,04/17,01/23,N/A,N/A,N/A,N/A,N/A,N/A
659,Brandeis University,1.3,PhD,Waltham,F,N/A,0,0,2,Data Scientist,12/18,05/22,N/A,N/A,N/A,N/A,N/A,N/A
660,Harvard University,3.61,Bachelors,Waltham,M,0,1,0,3,Data Scientist,11/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A
661,Providence University,3.05,Bachelors,Miami,F,0,1,0,0,ML Engineer,07/18,07/21,Lawyer,03/16,07/20,N/A,N/A,N/A
662,Brandeis University,1.34,Masters,Charlottesville,M,0,1,0,4,ML Engineer,04/19,09/21,Lawyer,11/15,06/19,N/A,N/A,N/A
663,Brandeis University,3.53,Masters,Miami,F,0,1,0,0,Senior SWE,06/17,03/21,Lawyer,02/16,10/20,N/A,N/A,N/A
664,Providence University,1.73,Bachelors,Providence,M,0,0,0,0,Data Scientist,07/17,01/23,N/A,N/A,N/A,N/A,N/A,N/A
665,Harvard University,2.43,Bachelors,Charlottesville,F,1,1,0,3,Lawyer,06/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A
666,American University,1.44,Bachelors,Providence,M,1,1,0,4,ML Engineer,03/18,04/21,N/A,N/A,N/A,N/A,N/A,N/A
667,Brandeis University,3.13,Masters,Waltham,M,1,1,0,2,Lawyer,03/18,05/23,N/A,N/A,N/A,N/A,N/A,N/A
668,Providence University,3.0,Bachelors,New York City,M,0,1,0,1,Junior SWE,07/18,12/22,N/A,N/A,N/A,N/A,N/A,N/A
669,Yale University,1.63,Bachelors,Providence,M,0,1,0,4,Junior SWE,10/20,04/22,N/A,N/A,N/A,N/A,N/A,N/A
670,Providence University,3.59,PhD,Charlottesville,M,0,1,0,2,Lawyer,05/17,09/21,Data Scientist,12/18,11/20,N/A,N/A,N/A
671,Yale University,2.2,Masters,Chicago,F,0,1,0,3,Junior SWE,03/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A
672,Harvard University,1.88,PhD,Charlottesville,F,N/A,0,0,4,Lawyer,05/18,05/22,N/A,N/A,N/A,N/A,N/A,N/A
673,American University,1.46,Bachelors,Miami,F,N/A,1,0,4,Senior SWE,04/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A
674,Providence University,1.8,Bachelors,Providence,F,N/A,1,0,2,Senior SWE,11/20,07/21,Data Scientist,02/18,05/21,N/A,N/A,N/A
675,Howard University,1.07,PhD,Boston,F,0,0,0,2,Junior SWE,05/18,08/22,N/A,N/A,N/A,N/A,N/A,N/A
676,Howard University,2.75,Bachelors,Chicago,M,0,0,0,0,Lawyer,07/17,10/23,ML Engineer,05/18,03/20,N/A,N/A,N/A
677,Fordham University,3.53,Bachelors,New York City,F,0,1,0,0,Lawyer,07/17,11/22,N/A,N/A,N/A,N/A,N/A,N/A
678,Brandeis University,2.65,Bachelors,Los Angeles,M,0,1,0,4,Lawyer,12/19,04/22,N/A,N/A,N/A,N/A,N/A,N/A
679,Harvard University,1.66,Bachelors,Miami,F,0,1,0,1,Junior SWE,07/17,02/23,Data Scientist,11/17,05/20,N/A,N/A,N/A
680,Providence University,1.1,Bachelors,Miami,M,0,1,0,3,Lawyer,01/18,05/23,Senior SWE,05/19,04/19,N/A,N/A,N/A
681,Howard University,1.64,PhD,Boston,M,0,1,0,2,ML Engineer,10/17,09/22,N/A,N/A,N/A,N/A,N/A,N/A
682,Brandeis University,2.25,PhD,Los Angeles,F,0,1,0,0,Lawyer,05/18,07/23,N/A,N/A,N/A,N/A,N/A,N/A
683,Howard University,3.28,PhD,Waltham,M,1,1,N/A,3,ML Engineer,04/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A
684,Providence University,1.56,Bachelors,Los Angeles,F,1,1,0,4,Senior SWE,05/20,06/23,N/A,N/A,N/A,N/A,N/A,N/A
685,Yale University,3.16,Bachelors,New York City,F,0,1,1,2,ML Engineer,05/20,10/23,N/A,N/A,N/A,N/A,N/A,N/A
686,Providence University,3.6,Bachelors,New York City,M,0,1,0,2,Senior SWE,08/18,06/22,Data Scientist,12/17,10/20,N/A,N/A,N/A
687,Fordham University,2.36,PhD,Chicago,M,N/A,1,0,0,Junior SWE,05/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A
688,Providence University,3.46,Bachelors,Waltham,F,1,1,0,1,Senior SWE,07/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A
689,Providence University,2.66,Masters,Miami,F,0,1,0,2,Senior SWE,12/19,04/23,N/A,N/A,N/A,N/A,N/A,N/A
690,Fordham University,2.91,Masters,Providence,M,0,1,0,1,Lawyer,01/19,05/23,Data Scientist,06/17,11/21,N/A,N/A,N/A
691,Harvard University,2.58,Bachelors,New York City,F,0,1,0,3,Data Scientist,12/18,01/21,Senior SWE,08/17,10/21,N/A,N/A,N/A
692,Providence University,2.39,Bachelors,Boston,F,0,1,0,2,Senior SWE,06/19,02/23,Data Scientist,07/18,05/21,N/A,N/A,N/A
693,Fordham University,1.7,PhD,Boston,M,N/A,1,0,2,ML Engineer,10/19,04/23,N/A,N/A,N/A,N/A,N/A,N/A
694,Brandeis University,1.91,PhD,Boston,M,0,1,0,1,Junior SWE,05/18,01/23,ML Engineer,12/15,08/19,N/A,N/A,N/A
695,Yale University,1.87,Bachelors,Charlottesville,F,N/A,1,0,0,ML Engineer,04/18,01/23,ML Engineer,09/18,03/21,N/A,N/A,N/A
696,Yale University,2.69,Bachelors,Waltham,M,0,1,0,4,Junior SWE,01/18,02/21,Junior SWE,08/18,12/19,Junior SWE,04/18,07/19
697,Providence University,1.36,PhD,Waltham,F,1,1,0,3,ML Engineer,02/19,04/22,Junior SWE,03/16,02/21,N/A,N/A,N/A
698,Harvard University,3.75,Bachelors,New York City,M,0,1,0,2,Senior SWE,05/18,05/23,N/A,N/A,N/A,N/A,N/A,N/A
699,Harvard University,3.16,Bachelors,New York City,F,0,1,1,0,Data Scientist,02/19,09/23,N/A,N/A,N/A,N/A,N/A,N/A
700,Brandeis University,2.2,Bachelors,Boston,F,0,1,1,2,Senior SWE,08/18,09/21,N/A,N/A,N/A,N/A,N/A,N/A
701,Providence University,1.48,Bachelors,Waltham,F,0,1,0,3,Lawyer,04/20,09/22,Senior SWE,03/18,08/19,N/A,N/A,N/A
702,Yale University,3.65,Bachelors,Waltham,M,0,1,0,4,ML Engineer,04/17,05/23,Lawyer,02/16,03/21,N/A,N/A,N/A
703,Harvard University,3.47,Bachelors,New York City,M,0,0,0,2,Data Scientist,03/19,03/23,N/A,N/A,N/A,N/A,N/A,N/A
704,Providence University,3.17,Bachelors,Charlottesville,F,N/A,1,0,1,ML Engineer,04/19,10/22,Senior SWE,03/19,11/19,Senior SWE,01/17,10/17
705,Howard University,1.81,Bachelors,Providence,M,1,1,0,0,Lawyer,07/18,01/21,N/A,N/A,N/A,N/A,N/A,N/A
706,Harvard University,2.21,PhD,Providence,M,0,1,1,4,Lawyer,08/18,02/23,Senior SWE,04/16,06/19,ML Engineer,09/14,06/18
707,Fordham University,1.31,Masters,Chicago,N/A,0,1,0,2,Lawyer,02/20,04/23,Senior SWE,07/19,09/21,N/A,N/A,N/A
708,Howard University,1.57,Masters,Waltham,M,0,1,0,4,Senior SWE,02/18,02/23,ML Engineer,03/16,10/21,N/A,N/A,N/A
709,Harvard University,3.35,Masters,Miami,M,0,1,0,1,Senior SWE,05/20,03/23,N/A,N/A,N/A,N/A,N/A,N/A
710,Yale University,3.15,Bachelors,Providence,M,0,1,0,2,Data Scientist,07/20,04/22,Lawyer,04/15,06/21,N/A,N/A,N/A
711,American University,2.78,Bachelors,Chicago,F,0,1,0,4,Lawyer,07/19,11/23,N/A,N/A,N/A,N/A,N/A,N/A
712,Howard University,3.69,PhD,Los Angeles,F,0,1,0,2,Senior SWE,01/20,04/23,N/A,N/A,N/A,N/A,N/A,N/A
713,Brandeis University,2.75,Bachelors,Miami,M,0,1,0,2,Junior SWE,05/19,09/22,Senior SWE,07/19,12/19,N/A,N/A,N/A
714,Brandeis University,2.4,Bachelors,Waltham,M,0,1,0,4,Junior SWE,01/19,09/23,Data Scientist,03/16,08/20,N/A,N/A,N/A
715,Yale University,2.02,Masters,Providence,M,0,1,0,2,Senior SWE,10/20,08/23,N/A,N/A,N/A,N/A,N/A,N/A
716,Harvard University,3.82,Bachelors,Charlottesville,F,0,1,0,1,Data Scientist,02/18,05/23,Senior SWE,08/18,08/20,N/A,N/A,N/A
717,Providence University,1.25,Bachelors,Los Angeles,M,0,1,0,4,ML Engineer,08/17,08/22,N/A,N/A,N/A,N/A,N/A,N/A
718,Harvard University,3.79,PhD,Chicago,N/A,0,1,N/A,4,Lawyer,02/18,07/22,N/A,N/A,N/A,N/A,N/A,N/A
719,Yale University,3.48,PhD,Providence,M,0,1,0,1,Senior SWE,05/19,12/21,Senior SWE,02/17,05/19,ML Engineer,03/15,01/19
720,Brandeis University,1.39,Bachelors,Waltham,N/A,0,1,0,1,Data Scientist,09/17,09/21,Lawyer,12/15,02/19,N/A,N/A,N/A
721,Harvard University,2.69,PhD,Providence,M,0,1,0,1,ML Engineer,07/20,06/22,Data Scientist,08/18,03/21,Data Scientist,11/16,09/18
722,Brandeis University,3.6,Masters,New York City,F,0,1,N/A,2,Data Scientist,08/18,09/22,Data Scientist,02/15,12/19,N/A,N/A,N/A
723,Howard University,2.72,Masters,Los Angeles,M,0,0,N/A,2,ML Engineer,04/20,09/21,Senior SWE,06/16,08/19,Junior SWE,07/14,06/17
724,Providence University,3.72,Bachelors,Providence,M,1,1,0,3,Junior SWE,12/17,09/23,N/A,N/A,N/A,N/A,N/A,N/A
725,Howard University,3.83,Bachelors,Boston,F,0,1,0,2,ML Engineer,03/18,08/22,N/A,N/A,N/A,N/A,N/A,N/A
726,Brandeis University,2.27,Masters,Charlottesville,F,0,1,0,1,Junior SWE,03/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A
727,Brandeis University,2.13,PhD,New York City,M,0,0,N/A,3,Lawyer,01/18,04/22,N/A,N/A,N/A,N/A,N/A,N/A
728,American University,3.81,Masters,New York City,F,0,0,0,1,Senior SWE,12/18,03/21,Senior SWE,12/17,09/20,N/A,N/A,N/A
729,American University,3.03,Bachelors,Providence,F,1,1,0,0,Junior SWE,09/20,07/23,Lawyer,12/17,08/20,N/A,N/A,N/A
730,Howard University,1.35,Bachelors,Charlottesville,F,0,1,0,4,Data Scientist,07/18,12/21,Lawyer,11/16,06/19,Lawyer,01/14,04/18
731,Fordham University,1.13,Masters,New York City,M,1,1,0,0,ML Engineer,07/19,11/22,Data Scientist,08/19,07/19,N/A,N/A,N/A
732,Howard University,2.69,Bachelors,Miami,F,0,1,0,1,Data Scientist,09/18,10/22,Senior SWE,09/19,09/20,Lawyer,02/17,09/18
733,American University,3.79,Bachelors,Los Angeles,F,0,1,0,2,Junior SWE,03/17,09/22,ML Engineer,11/17,01/19,Junior SWE,05/14,03/17
734,Brandeis University,3.53,Bachelors,Miami,M,0,0,0,4,Data Scientist,12/18,07/22,N/A,N/A,N/A,N/A,N/A,N/A
735,Yale University,3.03,Bachelors,Chicago,F,1,1,0,2,ML Engineer,04/17,07/21,N/A,N/A,N/A,N/A,N/A,N/A
736,Howard University,1.42,Masters,Miami,M,0,1,0,2,Senior SWE,06/20,10/21,Senior SWE,11/15,03/20,N/A,N/A,N/A
737,Brandeis University,1.76,Masters,Charlottesville,M,0,1,0,4,Data Scientist,12/19,07/22,N/A,N/A,N/A,N/A,N/A,N/A
738,Yale University,3.63,Bachelors,Boston,F,0,1,0,4,Lawyer,06/18,04/23,N/A,N/A,N/A,N/A,N/A,N/A
739,Yale University,1.55,Bachelors,New York City,F,0,1,0,0,ML Engineer,07/19,04/22,Lawyer,06/18,11/20,N/A,N/A,N/A
740,American University,1.84,Masters,Charlottesville,M,1,1,0,1,ML Engineer,06/17,08/21,Senior SWE,05/15,04/20,N/A,N/A,N/A
741,Howard University,1.39,Bachelors,New York City,M,0,1,0,2,Lawyer,10/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A
742,Harvard University,3.03,Bachelors,Waltham,N/A,0,1,N/A,1,Junior SWE,03/20,12/22,N/A,N/A,N/A,N/A,N/A,N/A
743,Providence University,3.83,PhD,Boston,M,0,1,0,1,Lawyer,03/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A
744,American University,1.81,Bachelors,New York City,F,0,0,0,3,Junior SWE,02/18,05/21,ML Engineer,07/19,01/20,N/A,N/A,N/A
745,American University,2.43,PhD,Miami,F,0,1,0,0,Senior SWE,01/18,12/22,Lawyer,03/16,03/20,N/A,N/A,N/A
