Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
956,Fordham University,3.63,Bachelors,Waltham,N/A,N/A,0,0.0,3,ML Engineer,01/20,11/23,N/A,N/A,N/A,N/A,N/A,N/A,5.65
957,Yale University,3.92,Bachelors,Chicago,M,0.0,1,0.0,1,ML Engineer,01/20,04/21,Senior SWE,01/15,08/21,N/A,N/A,N/A,5.37
958,Yale University,1.08,Bachelors,New York City,F,0.0,1,0.0,0,Lawyer,05/18,08/22,Junior SWE,03/18,10/21,N/A,N/A,N/A,3.4
959,American University,3.52,Bachelors,Boston,M,N/A,1,1.0,1,Junior SWE,01/17,12/22,N/A,N/A,N/A,N/A,N/A,N/A,1.78
960,Harvard University,3.26,Bachelors,Boston,F,0.0,0,0.0,0,ML Engineer,11/19,01/23,N/A,N/A,N/A,N/A,N/A,N/A,6.54
961,Providence University,1.69,Bachelors,Waltham,F,0.0,1,0.0,1,Lawyer,11/20,04/23,N/A,N/A,N/A,N/A,N/A,N/A,4.76
962,Fordham University,3.87,Bachelors,Miami,M,0.0,1,0.0,1,ML Engineer,08/18,09/23,Data Scientist,06/18,02/20,N/A,N/A,N/A,7.56
963,Harvard University,1.44,PhD,Providence,M,0.0,1,0.0,3,ML Engineer,11/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,5.87
964,Brandeis University,3.04,Bachelors,Los Angeles,F,0.0,1,0.0,1,Lawyer,07/17,02/21,N/A,N/A,N/A,N/A,N/A,N/A,3.07
965,Fordham University,1.67,Masters,New York City,M,0.0,0,0.0,1,Junior SWE,03/18,01/22,Data Scientist,08/18,05/19,N/A,N/A,N/A,4.01
966,Fordham University,2.29,Bachelors,Boston,M,0.0,1,0.0,3,Senior SWE,09/17,12/22,N/A,N/A,N/A,N/A,N/A,N/A,4.24
967,Yale University,3.16,PhD,Chicago,F,0.0,1,0.0,3,Data Scientist,11/18,08/21,Lawyer,07/16,03/21,Junior SWE,05/13,09/17,2.78
968,Providence University,2.69,Bachelors,New York City,M,0.0,1,0.0,4,ML Engineer,02/20,05/23,Data Scientist,07/15,05/20,N/A,N/A,N/A,8.7
969,Providence University,2.28,PhD,Miami,F,N/A,1,0.0,4,Junior SWE,05/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A,1.05
970,Howard University,1.98,Masters,Miami,N/A,1.0,1,0.0,3,Data Scientist,07/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A,5.61
971,Howard University,3.52,Bachelors,Boston,M,0.0,1,0.0,2,ML Engineer,02/19,06/22,ML Engineer,04/19,12/19,ML Engineer,08/15,06/18,0.48
972,Howard University,1.43,PhD,Boston,M,0.0,1,1.0,0,Data Scientist,10/18,02/23,Senior SWE,01/15,08/19,N/A,N/A,N/A,6.87
973,Howard University,2.29,Bachelors,Waltham,F,0.0,1,0.0,3,Lawyer,01/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,8.18
974,Brandeis University,3.71,Bachelors,Boston,F,0.0,1,0.0,4,Junior SWE,05/17,03/23,Data Scientist,10/18,03/19,N/A,N/A,N/A,5.57
975,Brandeis University,3.54,Masters,Waltham,N/A,0.0,1,0.0,1,Junior SWE,01/20,04/22,Senior SWE,10/17,03/20,N/A,N/A,N/A,7.45
976,Fordham University,2.2,PhD,Charlottesville,N/A,0.0,0,0.0,3,Senior SWE,12/17,07/21,Lawyer,08/18,03/21,Data Scientist,01/16,09/19,0.85
977,American University,3.29,Bachelors,Los Angeles,F,0.0,0,0.0,3,Senior SWE,02/18,04/21,N/A,N/A,N/A,N/A,N/A,N/A,6.01
978,Yale University,3.47,Bachelors,Boston,M,0.0,1,0.0,4,Data Scientist,05/19,01/23,Junior SWE,03/17,07/21,Data Scientist,03/13,10/17,3.96
979,Yale University,3.67,Masters,New York City,M,0.0,1,0.0,4,Lawyer,07/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,4.53
980,Howard University,2.63,Masters,New York City,M,0.0,1,0.0,2,Data Scientist,04/19,08/23,Junior SWE,08/19,03/19,Lawyer,03/15,10/17,4.41
981,Fordham University,1.61,PhD,Waltham,M,0.0,1,1.0,4,ML Engineer,07/19,07/22,N/A,N/A,N/A,N/A,N/A,N/A,5.01
982,Harvard University,1.77,Masters,Charlottesville,F,0.0,1,0.0,4,Junior SWE,01/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,0.67
983,American University,1.89,Bachelors,Charlottesville,F,0.0,1,0.0,4,Data Scientist,01/18,01/22,N/A,N/A,N/A,N/A,N/A,N/A,9.67
984,Fordham University,2.78,PhD,Providence,M,0.0,1,0.0,1,Data Scientist,03/20,05/21,ML Engineer,03/17,07/21,Senior SWE,07/17,12/17,8.89
985,American University,1.1,Bachelors,Chicago,F,0.0,1,0.0,3,Junior SWE,08/18,09/22,Data Scientist,06/17,07/21,N/A,N/A,N/A,6.92
986,American University,2.91,Bachelors,Boston,M,0.0,0,0.0,3,Junior SWE,09/17,09/22,N/A,N/A,N/A,N/A,N/A,N/A,8.18
987,American University,2.09,Bachelors,Waltham,M,0.0,1,0.0,4,Senior SWE,05/18,05/23,N/A,N/A,N/A,N/A,N/A,N/A,0.15
988,Fordham University,1.89,Bachelors,New York City,F,0.0,1,0.0,2,Senior SWE,12/17,08/21,Senior SWE,07/17,10/19,N/A,N/A,N/A,4.24
989,Howard University,3.64,Bachelors,Charlottesville,M,0.0,1,N/A,4,Junior SWE,11/17,11/21,ML Engineer,05/18,03/21,N/A,N/A,N/A,2.76
990,Yale University,2.38,Masters,New York City,M,0.0,1,0.0,2,Data Scientist,02/18,04/21,Lawyer,02/15,09/21,N/A,N/A,N/A,8.17
991,Yale University,1.29,Bachelors,New York City,M,0.0,1,0.0,3,ML Engineer,09/17,11/21,Lawyer,10/18,03/19,N/A,N/A,N/A,3.37
992,Howard University,3.48,Bachelors,Charlottesville,M,0.0,1,0.0,2,Data Scientist,08/19,04/22,ML Engineer,01/16,01/19,N/A,N/A,N/A,10.0
993,American University,1.14,Masters,Los Angeles,F,0.0,1,0.0,2,ML Engineer,04/19,10/23,N/A,N/A,N/A,N/A,N/A,N/A,1.97
994,Harvard University,3.18,Bachelors,Charlottesville,N/A,0.0,1,0.0,0,Junior SWE,07/19,11/22,Data Scientist,07/15,02/20,N/A,N/A,N/A,9.29
995,Providence University,3.32,Bachelors,Charlottesville,M,0.0,1,0.0,2,ML Engineer,05/18,04/23,ML Engineer,07/15,10/19,N/A,N/A,N/A,4.34
996,Fordham University,2.06,Bachelors,Chicago,M,0.0,1,0.0,2,Senior SWE,01/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,6.94
997,Providence University,3.47,PhD,Waltham,F,1.0,0,N/A,1,Junior SWE,07/17,06/21,ML Engineer,06/19,01/20,N/A,N/A,N/A,9.45
998,Howard University,2.55,Bachelors,Waltham,N/A,0.0,1,0.0,3,Lawyer,03/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A,8.02
999,Harvard University,2.39,Bachelors,Charlottesville,M,1.0,1,0.0,4,ML Engineer,01/18,09/21,Junior SWE,10/16,11/21,N/A,N/A,N/A,2.76
1000,Fordham University,1.14,Bachelors,Miami,M,0.0,1,0.0,0,ML Engineer,01/19,09/22,N/A,N/A,N/A,N/A,N/A,N/A,9.32
1001,Howard University,1.87,Bachelors,Waltham,F,0.0,1,0.0,2,Lawyer,04/18,12/21,Senior SWE,01/18,10/21,N/A,N/A,N/A,5.92
1002,American University,3.79,Bachelors,Waltham,F,0.0,0,0.0,1,Lawyer,02/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A,1.49
1003,Yale University,2.18,Bachelors,Waltham,M,0.0,1,0.0,1,Junior SWE,06/20,11/23,Senior SWE,05/17,06/21,N/A,N/A,N/A,1.83
1004,Providence University,2.64,Bachelors,Charlottesville,F,N/A,1,0.0,4,Data Scientist,11/19,01/22,ML Engineer,01/15,08/19,N/A,N/A,N/A,3.36
1005,Brandeis University,2.6,PhD,New York City,M,0.0,1,0.0,4,Lawyer,09/17,01/23,Lawyer,04/16,05/21,N/A,N/A,N/A,5.61
1006,Brandeis University,2.77,Bachelors,Boston,F,0.0,1,0.0,3,ML Engineer,01/18,12/22,ML Engineer,07/15,01/20,N/A,N/A,N/A,2.79
1007,Harvard University,1.18,Bachelors,New York City,F,0.0,0,0.0,2,Lawyer,08/20,07/21,Data Scientist,04/18,07/19,N/A,N/A,N/A,1.98
1008,American University,2.09,Bachelors,Chicago,F,0.0,1,0.0,1,Junior SWE,09/18,09/23,N/A,N/A,N/A,N/A,N/A,N/A,4.89
1009,Providence University,3.17,Bachelors,Miami,F,N/A,1,1.0,0,Junior SWE,09/20,08/21,Lawyer,03/17,08/19,N/A,N/A,N/A,9.03
1010,American University,1.6,Masters,Charlottesville,M,0.0,0,0.0,3,ML Engineer,07/18,02/23,N/A,N/A,N/A,N/A,N/A,N/A,5.88
1011,Providence University,1.61,Bachelors,Los Angeles,M,0.0,1,0.0,2,ML Engineer,09/20,01/22,Senior SWE,09/15,04/19,Lawyer,08/13,02/18,1.06
1012,Harvard University,1.03,Bachelors,Providence,F,0.0,1,0.0,4,ML Engineer,08/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,6.88
1013,Harvard University,2.31,Masters,Charlottesville,M,0.0,1,0.0,2,Data Scientist,08/19,04/22,N/A,N/A,N/A,N/A,N/A,N/A,4.43
1014,Brandeis University,3.65,Bachelors,Boston,M,N/A,1,1.0,4,ML Engineer,01/17,07/23,N/A,N/A,N/A,N/A,N/A,N/A,1.07
1015,American University,1.16,Bachelors,Providence,M,0.0,1,0.0,2,Junior SWE,07/18,05/21,ML Engineer,01/19,03/20,N/A,N/A,N/A,4.11
1016,Fordham University,1.57,Bachelors,Los Angeles,F,0.0,1,0.0,0,Junior SWE,07/20,02/21,Senior SWE,05/17,03/19,ML Engineer,06/16,06/18,7.16
1017,Brandeis University,1.93,Bachelors,Chicago,F,0.0,1,0.0,3,Lawyer,06/20,03/22,Lawyer,10/18,09/20,N/A,N/A,N/A,5.44
1018,American University,3.2,Bachelors,Chicago,M,0.0,0,0.0,4,ML Engineer,09/17,03/21,N/A,N/A,N/A,N/A,N/A,N/A,8.66
1019,Brandeis University,2.92,Bachelors,Los Angeles,M,1.0,1,0.0,0,Data Scientist,07/18,01/23,N/A,N/A,N/A,N/A,N/A,N/A,4.48
1020,Fordham University,2.25,Bachelors,New York City,F,0.0,1,0.0,1,Senior SWE,04/20,03/23,N/A,N/A,N/A,N/A,N/A,N/A,6.98
1021,Yale University,3.28,PhD,Los Angeles,F,0.0,1,0.0,0,Lawyer,04/19,06/23,Junior SWE,05/19,11/20,N/A,N/A,N/A,3.57
1022,Yale University,2.83,Bachelors,Waltham,F,0.0,0,0.0,0,Data Scientist,04/20,03/23,N/A,N/A,N/A,N/A,N/A,N/A,0.16
1023,Yale University,3.69,Bachelors,Waltham,F,0.0,1,1.0,0,ML Engineer,03/20,09/23,N/A,N/A,N/A,N/A,N/A,N/A,5.88
1024,Yale University,3.45,Bachelors,Charlottesville,N/A,N/A,0,0.0,4,Data Scientist,07/20,03/23,Senior SWE,04/18,12/19,N/A,N/A,N/A,8.32
1025,Howard University,1.76,Bachelors,Boston,M,0.0,1,0.0,1,Senior SWE,06/17,09/23,Junior SWE,11/15,12/19,N/A,N/A,N/A,9.59
1026,Providence University,1.81,Bachelors,Waltham,N/A,0.0,0,0.0,3,Data Scientist,07/17,07/21,N/A,N/A,N/A,N/A,N/A,N/A,4.89
1027,Howard University,1.38,PhD,Miami,M,1.0,1,0.0,0,Senior SWE,04/17,06/22,Lawyer,09/15,10/19,N/A,N/A,N/A,1.24
1028,Howard University,2.01,Masters,Charlottesville,M,0.0,1,0.0,4,Senior SWE,08/20,11/23,N/A,N/A,N/A,N/A,N/A,N/A,7.5
1029,Howard University,4.0,PhD,Charlottesville,F,N/A,1,0.0,4,Senior SWE,11/18,12/22,N/A,N/A,N/A,N/A,N/A,N/A,0.37
1030,Yale University,2.22,PhD,Charlottesville,M,0.0,1,0.0,3,Data Scientist,04/17,07/23,N/A,N/A,N/A,N/A,N/A,N/A,4.36
1031,Fordham University,1.66,Bachelors,Providence,M,0.0,1,N/A,2,ML Engineer,04/18,02/21,N/A,N/A,N/A,N/A,N/A,N/A,6.75
1032,Harvard University,3.29,Bachelors,Providence,M,0.0,1,0.0,1,Junior SWE,05/18,07/23,N/A,N/A,N/A,N/A,N/A,N/A,1.29
1033,Harvard University,2.63,Bachelors,Chicago,F,0.0,1,0.0,1,Junior SWE,03/20,01/23,Data Scientist,02/16,03/20,Junior SWE,03/17,05/18,4.49
1034,Providence University,1.45,Bachelors,Charlottesville,M,N/A,0,0.0,0,Data Scientist,11/19,07/21,Data Scientist,08/16,11/20,Lawyer,06/14,07/17,6.63
1035,Yale University,2.14,PhD,New York City,F,N/A,1,0.0,2,ML Engineer,09/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,1.68
1036,Yale University,2.24,Bachelors,Waltham,F,0.0,1,0.0,1,Junior SWE,02/17,10/21,N/A,N/A,N/A,N/A,N/A,N/A,0.83
1037,Yale University,3.26,PhD,Chicago,F,N/A,1,0.0,0,Senior SWE,07/20,09/23,N/A,N/A,N/A,N/A,N/A,N/A,1.53
1038,Brandeis University,1.06,Bachelors,Boston,M,0.0,1,0.0,2,Data Scientist,11/17,12/22,ML Engineer,04/16,02/21,N/A,N/A,N/A,2.76
1039,American University,1.81,PhD,Los Angeles,N/A,0.0,0,0.0,4,Data Scientist,06/19,09/23,Senior SWE,04/17,02/21,N/A,N/A,N/A,7.66
1040,Brandeis University,2.55,PhD,Providence,M,1.0,1,N/A,0,Lawyer,03/17,04/22,Lawyer,09/18,04/19,ML Engineer,01/17,04/17,9.44
1041,American University,1.81,Masters,Charlottesville,M,0.0,1,0.0,2,Lawyer,04/17,09/23,Senior SWE,06/15,06/19,N/A,N/A,N/A,1.69
1042,Yale University,2.89,Masters,Boston,M,0.0,1,0.0,3,Lawyer,01/17,05/22,N/A,N/A,N/A,N/A,N/A,N/A,3.39
1043,Yale University,2.45,Bachelors,Chicago,F,0.0,0,0.0,1,ML Engineer,03/19,08/21,N/A,N/A,N/A,N/A,N/A,N/A,8.72
1044,Brandeis University,2.09,Masters,Chicago,M,0.0,0,0.0,0,Data Scientist,06/19,06/21,Junior SWE,08/17,05/21,Junior SWE,02/16,01/18,4.84
1045,Brandeis University,3.85,PhD,Providence,M,0.0,1,0.0,4,Lawyer,03/17,11/23,N/A,N/A,N/A,N/A,N/A,N/A,4.12
1046,American University,2.9,Masters,Chicago,M,0.0,1,0.0,0,Data Scientist,02/18,12/21,N/A,N/A,N/A,N/A,N/A,N/A,7.97
1047,Harvard University,1.39,Masters,New York City,M,0.0,1,1.0,1,Senior SWE,05/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,9.93
1048,American University,2.68,Masters,Chicago,F,0.0,1,0.0,1,Lawyer,05/17,01/21,N/A,N/A,N/A,N/A,N/A,N/A,3.57
1049,Brandeis University,3.34,Masters,Miami,F,0.0,1,0.0,2,Data Scientist,11/17,10/21,Lawyer,12/15,07/20,N/A,N/A,N/A,3.44
1050,Fordham University,3.13,Bachelors,Waltham,F,0.0,1,0.0,4,ML Engineer,08/18,08/23,N/A,N/A,N/A,N/A,N/A,N/A,5.3
1051,Brandeis University,1.52,Masters,Los Angeles,M,0.0,1,0.0,2,ML Engineer,04/20,07/22,ML Engineer,04/19,02/21,N/A,N/A,N/A,9.89
1052,Fordham University,3.92,Bachelors,Chicago,M,0.0,1,0.0,4,ML Engineer,12/17,11/22,N/A,N/A,N/A,N/A,N/A,N/A,8.58
1053,Providence University,2.35,Bachelors,Waltham,N/A,0.0,1,0.0,0,Lawyer,11/20,09/23,N/A,N/A,N/A,N/A,N/A,N/A,6.18
1054,Brandeis University,1.48,Bachelors,Waltham,M,0.0,1,0.0,0,ML Engineer,05/18,06/22,N/A,N/A,N/A,N/A,N/A,N/A,1.08
1055,Providence University,1.54,Bachelors,Miami,F,0.0,1,0.0,2,Junior SWE,07/18,06/23,N/A,N/A,N/A,N/A,N/A,N/A,6.5
1056,Harvard University,1.29,Bachelors,Boston,M,0.0,1,0.0,3,Senior SWE,06/17,12/21,N/A,N/A,N/A,N/A,N/A,N/A,5.5
1057,American University,3.41,Bachelors,Chicago,N/A,0.0,1,0.0,1,Data Scientist,08/19,11/23,Junior SWE,08/16,10/19,N/A,N/A,N/A,8.79
1058,Fordham University,1.37,Bachelors,New York City,M,0.0,1,0.0,2,Junior SWE,12/17,03/21,Data Scientist,01/19,12/20,Junior SWE,04/16,09/18,0.87
1059,American University,1.38,Bachelors,Boston,M,0.0,0,0.0,2,Lawyer,06/19,02/23,Junior SWE,10/19,05/19,N/A,N/A,N/A,7.41
1060,Providence University,3.55,Bachelors,Waltham,F,0.0,1,0.0,0,Data Scientist,11/17,12/22,Senior SWE,03/15,04/19,Junior SWE,07/16,05/18,2.95
1061,Fordham University,2.03,Masters,Waltham,F,0.0,1,0.0,1,Data Scientist,07/18,07/21,Junior SWE,10/17,05/20,ML Engineer,12/16,10/17,0.28
1062,American University,1.09,PhD,Charlottesville,M,0.0,0,N/A,2,ML Engineer,05/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,0.26
1063,Brandeis University,1.16,Masters,Chicago,F,0.0,1,0.0,0,Data Scientist,11/19,11/21,Junior SWE,05/18,06/21,N/A,N/A,N/A,8.84
1064,Yale University,1.43,PhD,Providence,F,0.0,0,0.0,0,Data Scientist,08/17,04/21,ML Engineer,01/15,06/21,N/A,N/A,N/A,2.01
1065,Providence University,1.64,Masters,Miami,M,0.0,1,0.0,2,Senior SWE,05/19,09/22,N/A,N/A,N/A,N/A,N/A,N/A,9.04
1066,American University,3.0,Bachelors,Miami,M,0.0,1,0.0,2,Lawyer,06/19,11/23,N/A,N/A,N/A,N/A,N/A,N/A,1.85
1067,Providence University,1.47,Masters,Providence,F,0.0,1,0.0,0,Junior SWE,05/17,08/22,N/A,N/A,N/A,N/A,N/A,N/A,1.75
1068,Howard University,1.36,Masters,Los Angeles,M,0.0,1,0.0,2,ML Engineer,10/18,08/22,Data Scientist,07/16,06/20,N/A,N/A,N/A,1.83
1069,Providence University,3.29,Bachelors,Waltham,F,0.0,1,0.0,1,Senior SWE,01/18,02/21,N/A,N/A,N/A,N/A,N/A,N/A,9.18
1070,Fordham University,3.01,Bachelors,Charlottesville,M,0.0,1,0.0,0,Junior SWE,10/18,05/21,Lawyer,11/19,02/21,N/A,N/A,N/A,2.81
1071,Howard University,2.31,Masters,New York City,M,0.0,0,0.0,0,Junior SWE,01/20,07/22,ML Engineer,10/15,03/19,N/A,N/A,N/A,6.83
1072,Fordham University,2.65,Bachelors,Miami,M,0.0,1,0.0,2,Senior SWE,08/17,11/23,N/A,N/A,N/A,N/A,N/A,N/A,5.47
1073,Yale University,1.94,Masters,Boston,F,0.0,1,0.0,2,ML Engineer,06/17,07/23,Junior SWE,09/17,04/19,N/A,N/A,N/A,0.08
1074,Howard University,2.45,Bachelors,Waltham,M,0.0,1,0.0,2,Lawyer,01/18,12/21,Data Scientist,03/17,07/20,N/A,N/A,N/A,0.1
1075,Brandeis University,2.52,Bachelors,New York City,M,0.0,1,0.0,1,Senior SWE,09/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A,6.1
1076,Providence University,2.16,Bachelors,Miami,M,0.0,1,0.0,0,Senior SWE,12/19,08/22,N/A,N/A,N/A,N/A,N/A,N/A,1.06
1077,American University,3.72,Bachelors,Charlottesville,N/A,0.0,1,0.0,3,Senior SWE,01/17,12/22,N/A,N/A,N/A,N/A,N/A,N/A,4.98
1078,Harvard University,1.05,Bachelors,Los Angeles,M,0.0,1,0.0,1,ML Engineer,07/18,01/23,Data Scientist,04/16,10/21,N/A,N/A,N/A,3.31
1079,Providence University,3.35,Masters,Charlottesville,F,0.0,1,0.0,1,Senior SWE,01/18,04/23,ML Engineer,02/17,03/21,N/A,N/A,N/A,9.06
1080,Providence University,1.37,Masters,Boston,M,0.0,1,0.0,0,Senior SWE,07/19,01/21,Junior SWE,05/17,11/19,N/A,N/A,N/A,8.18
1081,Yale University,3.39,PhD,Charlottesville,M,0.0,1,0.0,3,Data Scientist,10/18,10/23,N/A,N/A,N/A,N/A,N/A,N/A,3.89
1082,Brandeis University,2.85,Bachelors,New York City,F,0.0,1,0.0,0,Data Scientist,10/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A,2.08
1083,Harvard University,3.53,Masters,Waltham,F,0.0,1,0.0,1,Data Scientist,11/17,05/22,Junior SWE,08/15,08/20,N/A,N/A,N/A,5.52
1084,Howard University,1.29,Bachelors,Boston,N/A,0.0,1,N/A,2,Data Scientist,04/19,09/23,Senior SWE,11/15,09/20,N/A,N/A,N/A,7.76
1085,Howard University,2.68,Bachelors,Waltham,N/A,0.0,1,0.0,0,Senior SWE,09/19,06/22,N/A,N/A,N/A,N/A,N/A,N/A,2.91
1086,Howard University,2.5,Bachelors,Providence,F,0.0,1,0.0,0,Data Scientist,03/20,03/21,Data Scientist,03/16,03/19,Data Scientist,06/15,08/19,7.02
1087,Fordham University,3.12,Bachelors,Chicago,F,0.0,1,0.0,2,Junior SWE,08/18,09/21,N/A,N/A,N/A,N/A,N/A,N/A,7.61
1088,Fordham University,2.6,Bachelors,Providence,F,0.0,1,0.0,3,Lawyer,09/19,09/22,N/A,N/A,N/A,N/A,N/A,N/A,2.07
1089,American University,2.62,Bachelors,New York City,M,0.0,1,0.0,3,Data Scientist,03/18,04/21,Data Scientist,07/17,01/19,N/A,N/A,N/A,5.18
1090,Harvard University,2.29,Masters,Chicago,N/A,0.0,1,0.0,0,ML Engineer,09/18,03/22,Junior SWE,07/16,07/20,ML Engineer,03/15,06/18,4.37
1091,Howard University,1.93,Masters,Providence,F,0.0,1,0.0,2,Lawyer,07/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,2.87
1092,Fordham University,2.45,Bachelors,Chicago,F,0.0,0,0.0,0,Junior SWE,09/20,05/23,ML Engineer,09/17,02/19,N/A,N/A,N/A,6.62
1093,American University,1.36,Bachelors,Miami,M,0.0,1,0.0,2,Lawyer,10/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,6.65
1094,Brandeis University,3.88,Bachelors,Charlottesville,M,0.0,1,0.0,1,Lawyer,06/18,12/22,Data Scientist,07/19,07/20,N/A,N/A,N/A,3.72
1095,American University,3.14,Bachelors,Boston,N/A,0.0,1,N/A,2,Junior SWE,03/20,03/22,Senior SWE,10/15,02/19,N/A,N/A,N/A,5.04
1096,Fordham University,3.86,Masters,Chicago,M,0.0,0,0.0,0,Data Scientist,02/17,09/22,N/A,N/A,N/A,N/A,N/A,N/A,7.81
1097,Yale University,1.68,Bachelors,Miami,M,N/A,1,0.0,4,Junior SWE,05/17,08/21,ML Engineer,02/17,08/19,N/A,N/A,N/A,6.22
1098,Yale University,3.64,Masters,Charlottesville,M,0.0,1,N/A,3,ML Engineer,08/19,10/22,Data Scientist,09/16,04/21,Senior SWE,11/14,03/19,5.44
1099,Howard University,3.43,PhD,Charlottesville,F,0.0,1,0.0,0,Junior SWE,02/18,12/22,Senior SWE,01/15,11/19,Lawyer,09/17,08/19,0.02
1100,Yale University,3.03,Bachelors,Los Angeles,M,0.0,1,0.0,2,Senior SWE,09/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A,4.41
1101,Howard University,2.88,PhD,Waltham,F,0.0,1,0.0,2,Senior SWE,09/18,05/23,N/A,N/A,N/A,N/A,N/A,N/A,4.75
1102,Howard University,1.95,Bachelors,Providence,M,0.0,1,0.0,3,Lawyer,09/18,07/23,Data Scientist,11/19,05/21,N/A,N/A,N/A,5.96
1103,Fordham University,3.45,Bachelors,Los Angeles,F,0.0,1,0.0,0,Data Scientist,08/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,1.03
1104,Yale University,2.5,Bachelors,Waltham,F,0.0,0,0.0,4,Data Scientist,01/20,10/22,Senior SWE,11/17,06/19,N/A,N/A,N/A,9.38
1105,Howard University,1.21,Bachelors,Waltham,M,0.0,1,0.0,1,Senior SWE,11/18,09/22,Lawyer,10/15,02/19,ML Engineer,12/16,10/17,5.0
1106,Harvard University,1.94,Bachelors,New York City,F,0.0,1,0.0,4,ML Engineer,11/17,01/21,N/A,N/A,N/A,N/A,N/A,N/A,1.61
1107,Brandeis University,3.81,Bachelors,Miami,M,0.0,1,0.0,1,Junior SWE,01/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,0.33
1108,American University,3.55,Masters,Los Angeles,M,0.0,1,0.0,1,Junior SWE,04/18,10/23,Data Scientist,03/16,08/21,N/A,N/A,N/A,6.93
1109,American University,3.95,PhD,Los Angeles,F,0.0,0,1.0,0,Junior SWE,09/17,08/22,Senior SWE,01/19,01/20,N/A,N/A,N/A,4.66
1110,Fordham University,2.88,Masters,Waltham,M,0.0,1,0.0,1,ML Engineer,06/19,09/23,Junior SWE,11/16,03/20,N/A,N/A,N/A,9.93
1111,Yale University,1.74,Bachelors,Charlottesville,M,0.0,1,0.0,2,ML Engineer,05/17,12/22,N/A,N/A,N/A,N/A,N/A,N/A,2.38
1112,Yale University,1.49,Masters,Miami,M,0.0,0,0.0,1,Junior SWE,10/20,01/21,Junior SWE,02/19,04/21,N/A,N/A,N/A,4.6
1113,Howard University,1.56,Masters,Charlottesville,M,1.0,1,0.0,1,Junior SWE,06/19,03/21,Senior SWE,06/15,10/19,Lawyer,08/14,11/19,8.61
1114,Providence University,1.06,Masters,Boston,F,0.0,1,0.0,3,ML Engineer,11/20,02/23,Data Scientist,12/17,09/21,ML Engineer,03/18,10/17,9.61
1115,Howard University,2.17,Masters,Chicago,M,0.0,1,0.0,3,Junior SWE,04/18,08/22,ML Engineer,11/17,07/20,Senior SWE,11/16,10/17,8.41
1116,Brandeis University,1.57,PhD,New York City,N/A,0.0,0,0.0,0,ML Engineer,10/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,6.09
1117,Harvard University,2.23,Bachelors,New York City,N/A,0.0,0,0.0,0,Lawyer,07/17,10/22,Data Scientist,01/19,07/20,N/A,N/A,N/A,2.34
1118,American University,3.8,Masters,Providence,M,0.0,1,0.0,2,Senior SWE,02/17,05/23,N/A,N/A,N/A,N/A,N/A,N/A,1.34
1119,Howard University,2.29,Bachelors,Charlottesville,M,1.0,1,N/A,3,Senior SWE,02/17,03/23,Junior SWE,04/17,02/19,N/A,N/A,N/A,8.25
1120,Providence University,3.63,PhD,Chicago,F,0.0,0,0.0,4,ML Engineer,10/18,09/21,ML Engineer,03/17,05/21,N/A,N/A,N/A,7.29
1121,Providence University,2.82,Bachelors,Waltham,M,0.0,1,0.0,0,Junior SWE,04/17,10/21,Senior SWE,06/17,07/20,N/A,N/A,N/A,4.32
1122,Howard University,1.74,Bachelors,Providence,M,0.0,0,0.0,0,Senior SWE,01/19,10/23,Data Scientist,07/18,04/20,Junior SWE,01/17,02/18,0.47
1123,Fordham University,2.07,Bachelors,New York City,M,0.0,1,0.0,3,Data Scientist,04/18,08/23,Lawyer,04/18,04/19,Junior SWE,02/17,01/17,7.38
1124,American University,1.25,Masters,Chicago,F,0.0,1,0.0,3,Junior SWE,04/18,12/21,N/A,N/A,N/A,N/A,N/A,N/A,8.39
1125,Fordham University,2.0,Bachelors,Los Angeles,F,0.0,1,0.0,2,ML Engineer,06/19,05/23,N/A,N/A,N/A,N/A,N/A,N/A,9.87
1126,Harvard University,3.03,Bachelors,Boston,M,N/A,1,0.0,3,Data Scientist,08/17,06/21,ML Engineer,08/19,07/19,N/A,N/A,N/A,5.35
