Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
986,Providence University,3.17,PhD,Charlottesville,F,0.0,0,0.0,1,Data Scientist,10/17,07/21,Senior SWE,12/17,03/21,N/A,N/A,N/A,2.14
987,Yale University,3.67,Bachelors,Los Angeles,F,0.0,0,0.0,2,Junior SWE,09/19,10/23,Data Scientist,08/18,01/21,N/A,N/A,N/A,3.14
988,Fordham University,1.64,Bachelors,Charlottesville,M,0.0,1,0.0,2,ML Engineer,01/19,12/22,Junior SWE,12/15,04/19,N/A,N/A,N/A,3.89
989,Yale University,1.92,Bachelors,Providence,F,1.0,1,0.0,0,Junior SWE,01/20,07/22,Junior SWE,02/18,12/20,N/A,N/A,N/A,4.9
990,Providence University,2.6,PhD,Charlottesville,F,0.0,0,0.0,1,Data Scientist,10/18,04/21,N/A,N/A,N/A,N/A,N/A,N/A,7.6
991,Brandeis University,2.35,PhD,Los Angeles,F,0.0,1,1.0,0,Data Scientist,10/20,07/21,Senior SWE,06/18,01/21,N/A,N/A,N/A,7.3
992,American University,2.17,Masters,Boston,F,0.0,0,0.0,4,ML Engineer,04/19,11/21,N/A,N/A,N/A,N/A,N/A,N/A,0.21
993,Howard University,1.49,Bachelors,Providence,F,0.0,1,1.0,0,ML Engineer,02/20,10/22,N/A,N/A,N/A,N/A,N/A,N/A,6.39
994,American University,3.3,Bachelors,Miami,F,0.0,1,0.0,3,Lawyer,05/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,5.16
995,Providence University,1.83,Masters,Charlottesville,F,1.0,1,0.0,0,Lawyer,03/18,07/21,ML Engineer,11/15,12/20,N/A,N/A,N/A,6.44
996,Fordham University,1.12,Bachelors,Miami,F,0.0,1,0.0,4,ML Engineer,12/17,02/22,ML Engineer,11/17,02/21,N/A,N/A,N/A,6.16
997,American University,2.27,Bachelors,Providence,N/A,0.0,1,0.0,1,ML Engineer,10/20,02/22,Data Scientist,12/18,12/19,N/A,N/A,N/A,9.86
998,Harvard University,2.23,Bachelors,Waltham,M,0.0,1,0.0,2,Junior SWE,09/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,4.47
999,Harvard University,3.73,Bachelors,Waltham,M,0.0,1,0.0,4,Senior SWE,12/18,02/22,N/A,N/A,N/A,N/A,N/A,N/A,6.68
1000,Brandeis University,3.12,Bachelors,Providence,M,0.0,1,0.0,2,ML Engineer,04/18,08/21,Lawyer,11/15,02/19,Junior SWE,10/14,09/19,3.12
1001,Yale University,3.44,Masters,New York City,M,0.0,1,0.0,2,Data Scientist,11/18,10/22,N/A,N/A,N/A,N/A,N/A,N/A,6.45
1002,Howard University,3.82,Bachelors,Los Angeles,M,0.0,1,0.0,3,Junior SWE,07/19,07/23,N/A,N/A,N/A,N/A,N/A,N/A,3.63
1003,American University,3.5,Bachelors,New York City,M,0.0,1,0.0,1,ML Engineer,02/20,05/22,Junior SWE,07/17,11/21,N/A,N/A,N/A,8.16
1004,Brandeis University,1.38,Bachelors,Chicago,M,N/A,1,N/A,2,Senior SWE,07/20,09/22,N/A,N/A,N/A,N/A,N/A,N/A,6.71
1005,Howard University,1.67,Bachelors,Boston,M,N/A,1,0.0,3,Lawyer,10/17,03/22,Data Scientist,05/16,10/20,Junior SWE,06/16,01/18,8.52
1006,Harvard University,1.23,PhD,Miami,N/A,0.0,1,0.0,0,Junior SWE,06/18,03/23,Data Scientist,07/16,06/20,N/A,N/A,N/A,2.73
1007,Brandeis University,2.57,Bachelors,Providence,F,0.0,1,0.0,1,Data Scientist,10/20,12/22,Junior SWE,11/16,08/19,N/A,N/A,N/A,9.11
1008,Brandeis University,1.29,PhD,Boston,M,1.0,0,0.0,1,Data Scientist,05/19,03/21,Senior SWE,11/17,07/19,N/A,N/A,N/A,1.7
1009,Fordham University,2.76,Bachelors,Miami,M,0.0,1,0.0,2,Lawyer,06/19,10/21,Junior SWE,02/19,05/20,Data Scientist,01/13,05/18,1.39
1010,Harvard University,2.21,Masters,Providence,F,0.0,0,0.0,0,ML Engineer,02/18,05/22,N/A,N/A,N/A,N/A,N/A,N/A,2.59
1011,Yale University,3.94,Masters,Waltham,F,0.0,1,0.0,4,Junior SWE,07/19,09/21,Data Scientist,07/15,09/21,N/A,N/A,N/A,7.91
1012,American University,1.66,Bachelors,Charlottesville,F,0.0,1,0.0,2,Senior SWE,05/20,09/23,Data Scientist,01/18,04/19,N/A,N/A,N/A,4.64
1013,Howard University,2.06,Bachelors,Miami,M,0.0,1,N/A,1,Senior SWE,06/17,08/22,Junior SWE,02/15,01/21,Data Scientist,11/14,02/17,4.28
1014,Providence University,1.77,Masters,Providence,M,1.0,1,0.0,3,Junior SWE,10/20,09/23,N/A,N/A,N/A,N/A,N/A,N/A,0.9
1015,Brandeis University,3.54,Bachelors,Boston,F,0.0,1,0.0,2,Data Scientist,10/18,08/23,Junior SWE,08/18,11/20,N/A,N/A,N/A,6.21
1016,Harvard University,2.72,Masters,Boston,F,0.0,1,0.0,4,ML Engineer,10/18,06/21,Senior SWE,04/18,06/20,N/A,N/A,N/A,7.4
1017,American University,1.44,Masters,Charlottesville,F,1.0,0,0.0,1,Senior SWE,10/20,05/23,N/A,N/A,N/A,N/A,N/A,N/A,3.18
1018,Providence University,1.22,Masters,Charlottesville,F,0.0,1,N/A,0,Lawyer,03/17,05/21,Junior SWE,11/19,07/21,Junior SWE,05/16,11/17,3.53
1019,Howard University,3.01,Bachelors,New York City,M,1.0,1,0.0,2,Lawyer,01/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,9.34
1020,American University,2.63,Bachelors,Miami,F,N/A,0,0.0,4,Data Scientist,07/17,06/21,N/A,N/A,N/A,N/A,N/A,N/A,4.9
1021,Fordham University,3.41,Bachelors,New York City,F,0.0,1,0.0,1,Lawyer,04/19,06/22,ML Engineer,06/15,08/19,N/A,N/A,N/A,4.59
1022,Yale University,1.25,Bachelors,Charlottesville,F,1.0,1,0.0,4,Junior SWE,01/18,10/22,Data Scientist,08/19,02/19,N/A,N/A,N/A,0.92
1023,Brandeis University,3.74,Bachelors,Chicago,M,0.0,0,0.0,0,Senior SWE,11/20,05/22,ML Engineer,01/18,03/19,Lawyer,01/17,01/19,9.65
1024,Yale University,1.88,Bachelors,Boston,M,0.0,1,0.0,3,Senior SWE,06/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A,7.09
1025,American University,3.74,Bachelors,Charlottesville,M,0.0,0,0.0,2,Lawyer,08/19,07/23,Junior SWE,12/16,08/20,N/A,N/A,N/A,7.35
1026,Fordham University,3.4,Bachelors,Providence,M,0.0,0,0.0,3,Senior SWE,05/20,03/23,Data Scientist,01/18,10/20,N/A,N/A,N/A,2.69
1027,Howard University,2.82,Bachelors,Miami,F,0.0,1,0.0,0,ML Engineer,11/18,10/21,N/A,N/A,N/A,N/A,N/A,N/A,2.85
1028,Yale University,3.63,PhD,Boston,M,1.0,1,0.0,1,Junior SWE,06/17,02/22,ML Engineer,11/15,11/20,ML Engineer,10/14,09/19,9.57
1029,Harvard University,3.77,Bachelors,Waltham,M,0.0,1,0.0,2,Data Scientist,11/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,9.95
1030,American University,2.59,Masters,Los Angeles,F,N/A,1,0.0,4,Senior SWE,01/18,12/22,ML Engineer,11/16,05/21,N/A,N/A,N/A,3.4
1031,Providence University,2.38,PhD,Miami,M,0.0,0,0.0,4,Lawyer,11/20,11/21,Data Scientist,11/18,08/20,N/A,N/A,N/A,1.6
1032,Yale University,2.88,Bachelors,Waltham,F,0.0,1,0.0,1,ML Engineer,01/17,02/23,N/A,N/A,N/A,N/A,N/A,N/A,1.05
1033,Harvard University,2.32,Bachelors,Miami,M,0.0,1,0.0,4,Lawyer,06/18,01/21,ML Engineer,03/15,06/20,N/A,N/A,N/A,6.77
1034,Harvard University,1.05,Bachelors,Los Angeles,F,0.0,1,0.0,1,ML Engineer,09/20,03/23,N/A,N/A,N/A,N/A,N/A,N/A,4.97
1035,American University,3.02,PhD,Boston,N/A,0.0,1,0.0,3,Data Scientist,04/17,12/22,Senior SWE,12/17,11/21,ML Engineer,05/14,12/17,0.99
1036,Harvard University,1.52,Bachelors,Boston,F,0.0,1,0.0,0,Lawyer,07/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,2.09
1037,Yale University,2.97,PhD,Boston,N/A,0.0,1,0.0,4,Senior SWE,10/19,11/21,Senior SWE,11/15,05/21,N/A,N/A,N/A,7.6
1038,Providence University,3.09,Bachelors,Waltham,F,N/A,1,1.0,4,Junior SWE,07/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,2.78
1039,Harvard University,2.16,Bachelors,New York City,N/A,0.0,1,0.0,1,Junior SWE,12/17,03/22,Junior SWE,08/18,10/21,N/A,N/A,N/A,0.79
1040,Yale University,2.16,Bachelors,Miami,M,0.0,1,0.0,3,Data Scientist,02/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A,8.14
1041,Providence University,1.75,Bachelors,New York City,N/A,0.0,0,0.0,3,Lawyer,11/19,08/23,N/A,N/A,N/A,N/A,N/A,N/A,3.07
1042,Fordham University,3.12,Masters,Boston,M,0.0,0,0.0,4,Senior SWE,09/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A,5.3
1043,Harvard University,1.44,Bachelors,Charlottesville,M,0.0,1,0.0,0,Senior SWE,05/20,11/23,N/A,N/A,N/A,N/A,N/A,N/A,5.8
1044,Brandeis University,1.19,Bachelors,Miami,M,0.0,1,0.0,3,Lawyer,03/19,08/21,Data Scientist,06/15,03/21,N/A,N/A,N/A,3.52
1045,Fordham University,3.34,Bachelors,Los Angeles,N/A,1.0,1,0.0,4,ML Engineer,08/18,08/23,Senior SWE,05/16,03/21,Senior SWE,04/17,10/17,8.24
1046,American University,3.26,Bachelors,Charlottesville,F,N/A,1,0.0,0,Senior SWE,08/19,07/23,Lawyer,11/17,03/21,N/A,N/A,N/A,8.9
1047,Fordham University,2.34,PhD,Miami,M,0.0,1,0.0,1,Senior SWE,05/20,03/23,N/A,N/A,N/A,N/A,N/A,N/A,8.83
1048,Providence University,3.83,Bachelors,Boston,F,0.0,1,0.0,2,Senior SWE,01/19,02/23,N/A,N/A,N/A,N/A,N/A,N/A,7.47
1049,American University,2.43,Masters,Providence,F,0.0,1,0.0,4,Senior SWE,05/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,8.41
1050,Brandeis University,3.8,Bachelors,Charlottesville,M,0.0,1,0.0,2,Senior SWE,01/17,06/22,Data Scientist,10/18,04/20,Junior SWE,06/18,10/17,5.75
1051,Fordham University,3.33,Masters,Los Angeles,M,0.0,1,1.0,4,Senior SWE,06/19,06/23,N/A,N/A,N/A,N/A,N/A,N/A,3.86
1052,Howard University,1.84,Bachelors,Boston,M,1.0,1,0.0,3,Data Scientist,04/17,03/22,N/A,N/A,N/A,N/A,N/A,N/A,2.89
1053,Howard University,3.53,Bachelors,Providence,M,1.0,1,0.0,1,Senior SWE,04/18,08/23,ML Engineer,08/17,09/20,N/A,N/A,N/A,1.52
1054,Brandeis University,2.64,Bachelors,Chicago,F,0.0,1,0.0,3,Lawyer,01/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,2.54
1055,Yale University,3.33,Bachelors,Miami,M,0.0,1,0.0,4,Lawyer,01/18,11/21,Lawyer,03/19,03/19,N/A,N/A,N/A,2.49
1056,American University,2.36,Bachelors,New York City,M,0.0,0,0.0,0,Junior SWE,10/19,01/22,ML Engineer,10/16,12/19,N/A,N/A,N/A,6.82
1057,Harvard University,3.41,Masters,Los Angeles,F,0.0,1,0.0,2,ML Engineer,02/20,03/23,Junior SWE,01/17,09/19,N/A,N/A,N/A,9.35
1058,Fordham University,2.03,Masters,Miami,F,0.0,1,0.0,3,Senior SWE,01/17,04/22,ML Engineer,09/18,01/19,N/A,N/A,N/A,0.85
1059,Harvard University,3.48,Masters,Miami,M,0.0,1,0.0,1,Junior SWE,04/20,03/22,Senior SWE,02/16,07/21,N/A,N/A,N/A,3.37
1060,Providence University,1.57,Bachelors,Providence,M,0.0,1,0.0,4,Data Scientist,11/20,12/21,Junior SWE,06/17,01/19,N/A,N/A,N/A,8.05
1061,Yale University,2.39,Masters,Providence,F,1.0,1,0.0,3,Junior SWE,10/18,01/22,Junior SWE,05/17,08/21,N/A,N/A,N/A,4.66
1062,Yale University,1.69,Bachelors,Waltham,F,0.0,1,0.0,4,Senior SWE,10/18,05/21,Data Scientist,06/15,04/21,N/A,N/A,N/A,7.71
1063,Providence University,3.77,Masters,Charlottesville,M,0.0,1,0.0,4,Senior SWE,03/20,06/22,Senior SWE,06/19,09/19,Senior SWE,05/17,03/18,5.05
1064,Providence University,1.6,Bachelors,Los Angeles,F,N/A,1,0.0,1,Senior SWE,05/18,04/22,N/A,N/A,N/A,N/A,N/A,N/A,3.68
1065,Yale University,1.64,PhD,Miami,M,1.0,1,0.0,4,Junior SWE,09/17,01/21,Junior SWE,07/19,02/20,N/A,N/A,N/A,7.3
1066,Providence University,2.67,Bachelors,Los Angeles,F,1.0,1,0.0,4,Senior SWE,08/17,01/23,N/A,N/A,N/A,N/A,N/A,N/A,4.26
1067,Fordham University,1.06,Bachelors,New York City,F,0.0,1,N/A,4,Junior SWE,05/18,05/23,ML Engineer,05/15,07/20,Junior SWE,06/16,07/19,5.39
1068,Brandeis University,2.64,Bachelors,Waltham,M,0.0,1,0.0,4,ML Engineer,07/19,03/23,Senior SWE,06/19,01/21,N/A,N/A,N/A,7.95
1069,Brandeis University,3.78,Masters,New York City,M,1.0,1,0.0,3,Senior SWE,09/17,08/22,N/A,N/A,N/A,N/A,N/A,N/A,4.66
1070,Providence University,3.36,Masters,New York City,M,0.0,1,0.0,4,ML Engineer,06/18,01/23,Data Scientist,03/18,06/21,ML Engineer,08/15,05/18,0.95
1071,American University,3.68,Bachelors,Boston,F,0.0,1,0.0,3,Lawyer,09/18,10/21,Junior SWE,11/18,02/19,N/A,N/A,N/A,4.35
1072,Providence University,3.91,Bachelors,New York City,N/A,0.0,1,0.0,3,Data Scientist,02/18,04/22,Junior SWE,10/19,04/19,N/A,N/A,N/A,5.72
1073,Fordham University,2.57,Bachelors,Chicago,M,0.0,1,0.0,2,ML Engineer,01/17,03/22,Junior SWE,04/18,06/20,Lawyer,05/15,03/19,7.87
1074,Providence University,1.36,Bachelors,Miami,M,0.0,0,N/A,4,Senior SWE,03/18,07/23,Data Scientist,03/19,04/20,Senior SWE,10/16,11/18,5.38
1075,Harvard University,1.37,PhD,Miami,F,0.0,0,0.0,3,Junior SWE,06/18,05/22,N/A,N/A,N/A,N/A,N/A,N/A,1.79
1076,Fordham University,1.46,Bachelors,Boston,M,0.0,0,0.0,2,Junior SWE,03/18,05/21,N/A,N/A,N/A,N/A,N/A,N/A,8.55
1077,Providence University,3.82,PhD,Waltham,N/A,0.0,1,0.0,1,Data Scientist,05/19,04/22,Junior SWE,08/15,06/20,N/A,N/A,N/A,7.54
1078,American University,2.98,Masters,Los Angeles,M,0.0,1,0.0,1,Data Scientist,11/19,03/22,N/A,N/A,N/A,N/A,N/A,N/A,9.76
1079,Yale University,1.41,Bachelors,New York City,F,0.0,1,0.0,2,Data Scientist,11/19,07/23,N/A,N/A,N/A,N/A,N/A,N/A,5.9
1080,Fordham University,2.88,Bachelors,New York City,M,0.0,1,0.0,3,Lawyer,07/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A,8.37
1081,American University,1.65,Bachelors,Providence,M,0.0,1,0.0,0,Data Scientist,05/20,09/22,N/A,N/A,N/A,N/A,N/A,N/A,3.22
1082,Harvard University,3.37,Bachelors,Boston,M,1.0,1,0.0,3,Junior SWE,09/17,01/23,N/A,N/A,N/A,N/A,N/A,N/A,9.05
1083,Yale University,2.42,Bachelors,Chicago,M,N/A,1,0.0,3,Lawyer,02/20,07/22,Data Scientist,01/17,02/20,N/A,N/A,N/A,3.97
1084,Fordham University,2.1,Masters,New York City,M,0.0,1,0.0,3,Data Scientist,11/17,04/23,Junior SWE,06/18,05/19,N/A,N/A,N/A,3.99
1085,Harvard University,2.19,Masters,Charlottesville,M,0.0,0,0.0,0,Senior SWE,09/17,09/22,Lawyer,09/19,11/19,N/A,N/A,N/A,6.93
1086,Howard University,3.92,Bachelors,Waltham,N/A,0.0,0,0.0,0,Senior SWE,04/18,03/21,Junior SWE,09/16,09/20,N/A,N/A,N/A,9.8
1087,Fordham University,1.09,PhD,Los Angeles,F,0.0,1,0.0,2,Lawyer,05/20,07/22,Lawyer,09/17,11/19,Data Scientist,07/17,04/19,5.27
1088,Fordham University,3.07,PhD,Providence,F,0.0,1,1.0,4,ML Engineer,04/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,9.74
1089,Howard University,3.39,Bachelors,New York City,M,1.0,0,0.0,2,ML Engineer,01/20,11/22,N/A,N/A,N/A,N/A,N/A,N/A,6.0
1090,Howard University,3.03,Masters,Charlottesville,F,0.0,1,0.0,3,ML Engineer,08/19,02/23,Lawyer,03/19,03/19,N/A,N/A,N/A,6.69
1091,Howard University,3.92,Bachelors,Providence,M,1.0,1,0.0,0,Lawyer,10/20,02/21,Data Scientist,04/18,04/19,N/A,N/A,N/A,9.26
1092,Yale University,3.55,PhD,Boston,F,0.0,1,0.0,3,Data Scientist,02/17,07/23,N/A,N/A,N/A,N/A,N/A,N/A,5.57
1093,Harvard University,2.56,Bachelors,Chicago,M,0.0,1,0.0,2,ML Engineer,09/20,02/23,N/A,N/A,N/A,N/A,N/A,N/A,8.77
1094,Harvard University,1.88,Bachelors,Charlottesville,F,0.0,1,0.0,0,Junior SWE,02/19,06/23,N/A,N/A,N/A,N/A,N/A,N/A,0.47
1095,Fordham University,3.88,Bachelors,New York City,F,0.0,1,0.0,0,Data Scientist,09/19,07/23,Data Scientist,09/16,06/20,Data Scientist,10/14,04/17,9.3
1096,Brandeis University,1.72,Bachelors,Charlottesville,N/A,0.0,1,0.0,1,Senior SWE,08/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A,4.41
1097,American University,3.18,PhD,New York City,M,0.0,1,0.0,1,Junior SWE,11/18,07/23,N/A,N/A,N/A,N/A,N/A,N/A,8.24
1098,American University,3.45,Masters,New York City,F,0.0,0,0.0,0,ML Engineer,05/17,04/22,Junior SWE,12/15,11/19,N/A,N/A,N/A,7.26
1099,Howard University,1.45,Masters,Los Angeles,F,0.0,1,0.0,4,Junior SWE,06/17,10/23,N/A,N/A,N/A,N/A,N/A,N/A,8.54
1100,American University,1.18,PhD,Waltham,F,N/A,0,0.0,1,Junior SWE,11/17,10/23,Senior SWE,04/19,03/21,N/A,N/A,N/A,9.12
1101,Harvard University,2.05,PhD,Boston,N/A,0.0,0,N/A,4,Lawyer,12/19,02/23,N/A,N/A,N/A,N/A,N/A,N/A,6.48
1102,American University,2.19,Bachelors,Boston,F,0.0,1,1.0,4,Data Scientist,02/18,03/21,Data Scientist,08/17,08/21,N/A,N/A,N/A,7.44
1103,Fordham University,3.56,Bachelors,Charlottesville,F,0.0,0,N/A,3,Data Scientist,12/19,06/22,N/A,N/A,N/A,N/A,N/A,N/A,4.57
1104,Brandeis University,1.87,Masters,Charlottesville,F,0.0,1,1.0,1,Senior SWE,07/20,05/22,ML Engineer,05/15,07/21,Junior SWE,11/14,01/18,5.74
1105,Providence University,3.66,Masters,Miami,M,0.0,1,0.0,0,Junior SWE,07/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,3.22
1106,Harvard University,3.99,PhD,Charlottesville,M,N/A,1,0.0,0,Data Scientist,12/17,03/23,N/A,N/A,N/A,N/A,N/A,N/A,0.81
1107,Brandeis University,2.91,Masters,Miami,F,0.0,1,0.0,1,ML Engineer,09/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A,4.57
1108,American University,3.5,Masters,Chicago,F,N/A,1,0.0,0,ML Engineer,12/18,09/23,Junior SWE,05/18,08/19,N/A,N/A,N/A,1.42
1109,Fordham University,1.85,Bachelors,Charlottesville,F,0.0,1,0.0,0,Junior SWE,06/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,7.84
1110,American University,1.32,Bachelors,Waltham,F,0.0,1,N/A,3,Senior SWE,06/18,11/22,N/A,N/A,N/A,N/A,N/A,N/A,4.74
1111,Fordham University,2.89,PhD,Chicago,F,0.0,1,0.0,0,Senior SWE,07/19,09/23,N/A,N/A,N/A,N/A,N/A,N/A,0.63
1112,Harvard University,1.26,Bachelors,Waltham,F,0.0,1,0.0,0,ML Engineer,04/17,09/22,N/A,N/A,N/A,N/A,N/A,N/A,2.26
1113,Brandeis University,1.09,Bachelors,Providence,F,0.0,1,0.0,1,Data Scientist,01/20,04/22,N/A,N/A,N/A,N/A,N/A,N/A,7.58
1114,Howard University,3.2,Masters,Chicago,M,0.0,1,0.0,1,Senior SWE,02/18,03/23,N/A,N/A,N/A,N/A,N/A,N/A,1.21
1115,Providence University,3.02,Bachelors,Chicago,M,0.0,1,N/A,1,Data Scientist,09/20,11/23,Data Scientist,01/17,06/19,Data Scientist,02/17,07/17,3.21
1116,Howard University,1.97,Bachelors,Charlottesville,M,0.0,1,0.0,4,Junior SWE,10/18,01/21,N/A,N/A,N/A,N/A,N/A,N/A,6.26
1117,Harvard University,1.65,Bachelors,Los Angeles,F,0.0,1,0.0,2,ML Engineer,10/18,06/22,N/A,N/A,N/A,N/A,N/A,N/A,1.32
1118,Fordham University,2.4,Bachelors,New York City,M,0.0,0,0.0,3,Lawyer,11/20,03/23,Junior SWE,12/18,09/19,N/A,N/A,N/A,9.96
1119,Brandeis University,2.75,Bachelors,Providence,M,0.0,1,0.0,4,ML Engineer,01/20,03/21,Data Scientist,03/19,02/20,N/A,N/A,N/A,5.54
1120,Harvard University,1.21,Masters,Charlottesville,N/A,1.0,1,1.0,3,ML Engineer,08/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,0.58
1121,Harvard University,1.4,PhD,Waltham,F,0.0,1,0.0,1,Junior SWE,03/19,05/23,N/A,N/A,N/A,N/A,N/A,N/A,7.89
1122,Fordham University,1.61,Masters,Los Angeles,M,0.0,1,0.0,3,ML Engineer,01/17,06/22,Junior SWE,11/19,05/20,N/A,N/A,N/A,9.03
1123,Fordham University,2.51,Bachelors,Providence,N/A,0.0,1,0.0,4,Senior SWE,05/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,9.45
1124,Yale University,1.07,Masters,New York City,N/A,0.0,1,0.0,4,Data Scientist,04/20,12/22,N/A,N/A,N/A,N/A,N/A,N/A,5.94
1125,American University,2.52,Masters,Chicago,M,0.0,0,0.0,1,ML Engineer,05/20,10/22,Lawyer,04/19,09/20,N/A,N/A,N/A,7.64
1126,Harvard University,3.98,Bachelors,Miami,M,0.0,0,0.0,2,Junior SWE,02/17,04/22,Junior SWE,04/15,05/19,N/A,N/A,N/A,7.59
1127,Fordham University,1.14,PhD,Los Angeles,M,1.0,0,0.0,2,Senior SWE,06/20,09/23,N/A,N/A,N/A,N/A,N/A,N/A,2.24
1128,American University,1.74,Bachelors,New York City,M,0.0,0,0.0,0,Data Scientist,12/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A,5.93
1129,Providence University,1.27,Masters,Los Angeles,M,0.0,0,0.0,4,ML Engineer,08/19,09/22,N/A,N/A,N/A,N/A,N/A,N/A,3.13
1130,Providence University,1.78,Masters,Charlottesville,M,0.0,1,0.0,3,Junior SWE,02/20,08/22,Junior SWE,02/18,05/20,N/A,N/A,N/A,8.19
1131,Harvard University,2.86,Bachelors,Los Angeles,N/A,N/A,1,0.0,1,Lawyer,06/19,05/21,Senior SWE,10/19,01/20,N/A,N/A,N/A,3.82
1132,Providence University,2.47,Bachelors,Los Angeles,F,0.0,1,0.0,1,Data Scientist,08/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A,2.47
1133,Providence University,1.63,Bachelors,Los Angeles,F,0.0,0,0.0,3,Junior SWE,07/19,07/23,N/A,N/A,N/A,N/A,N/A,N/A,1.38
1134,Yale University,2.43,PhD,Waltham,F,0.0,1,0.0,3,Lawyer,09/17,01/22,N/A,N/A,N/A,N/A,N/A,N/A,0.31
1135,Harvard University,1.88,Bachelors,Charlottesville,M,N/A,0,0.0,1,Junior SWE,01/20,08/21,Lawyer,05/17,03/21,N/A,N/A,N/A,1.49
1136,Providence University,1.01,Masters,Los Angeles,M,0.0,1,0.0,3,Data Scientist,01/19,02/23,Lawyer,05/19,11/19,N/A,N/A,N/A,6.54
1137,Howard University,2.25,Bachelors,Miami,F,0.0,0,0.0,0,Lawyer,04/17,03/21,N/A,N/A,N/A,N/A,N/A,N/A,1.39
1138,American University,1.33,PhD,New York City,F,0.0,1,0.0,4,Lawyer,03/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A,6.04
1139,Providence University,3.97,Bachelors,Waltham,F,0.0,1,0.0,1,Lawyer,01/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A,5.0
1140,Brandeis University,2.87,PhD,Charlottesville,F,0.0,1,0.0,2,Data Scientist,02/18,10/21,Junior SWE,01/16,05/20,N/A,N/A,N/A,0.02
1141,Providence University,1.79,PhD,Charlottesville,M,1.0,1,0.0,1,Data Scientist,03/19,02/23,N/A,N/A,N/A,N/A,N/A,N/A,9.96
1142,American University,2.9,Bachelors,Waltham,F,0.0,0,0.0,3,Junior SWE,08/17,01/22,ML Engineer,08/18,07/20,N/A,N/A,N/A,2.28
1143,Harvard University,1.99,Bachelors,Miami,N/A,0.0,1,0.0,4,Junior SWE,03/18,01/23,ML Engineer,09/18,07/21,N/A,N/A,N/A,3.84
1144,Providence University,3.66,Masters,New York City,F,0.0,1,N/A,3,Lawyer,07/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,4.11
1145,Brandeis University,2.3,Bachelors,Miami,M,0.0,1,0.0,0,Lawyer,03/17,07/23,Data Scientist,05/19,11/21,N/A,N/A,N/A,8.53
1146,Howard University,2.7,Masters,Miami,M,0.0,1,0.0,2,Data Scientist,06/18,08/23,Lawyer,03/18,05/19,N/A,N/A,N/A,0.78
1147,Providence University,2.69,Bachelors,New York City,M,0.0,1,N/A,3,Data Scientist,12/18,05/23,ML Engineer,06/18,01/19,Junior SWE,11/14,01/18,9.01
1148,Fordham University,3.02,Bachelors,Chicago,M,0.0,1,0.0,2,ML Engineer,04/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,9.7
1149,Brandeis University,2.6,Masters,Charlottesville,F,0.0,0,0.0,3,Data Scientist,06/19,01/22,Junior SWE,11/18,04/19,Senior SWE,03/18,07/17,2.9
1150,American University,3.83,PhD,Boston,F,0.0,1,0.0,4,Data Scientist,04/17,03/22,Junior SWE,06/19,07/20,N/A,N/A,N/A,3.86
1151,American University,3.94,Bachelors,Providence,M,0.0,0,0.0,0,Senior SWE,03/19,03/22,Senior SWE,07/16,11/20,N/A,N/A,N/A,1.45
1152,Providence University,1.28,Bachelors,Chicago,F,1.0,1,0.0,3,Junior SWE,09/17,12/22,Data Scientist,05/18,07/21,N/A,N/A,N/A,7.97
1153,American University,3.25,Bachelors,Chicago,M,1.0,1,0.0,4,Senior SWE,04/18,01/23,Data Scientist,10/19,03/21,N/A,N/A,N/A,7.61
1154,Harvard University,3.7,Masters,Chicago,F,1.0,1,0.0,0,ML Engineer,12/17,02/22,Lawyer,07/18,06/20,N/A,N/A,N/A,3.73
1155,Harvard University,2.44,Bachelors,Charlottesville,N/A,0.0,1,0.0,2,Data Scientist,04/18,11/23,N/A,N/A,N/A,N/A,N/A,N/A,1.99
