Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
927,Howard University,2.14,PhD,Providence,M,0,1,0,2,Lawyer,02/18,07/23,ML Engineer,06/15,09/20,N/A,N/A,N/A
928,Providence University,1.79,Bachelors,Chicago,F,0,0,0,0,Junior SWE,06/18,03/22,N/A,N/A,N/A,N/A,N/A,N/A
929,Harvard University,1.51,Bachelors,Charlottesville,M,0,1,0,2,Junior SWE,09/17,02/23,Data Scientist,07/18,11/19,N/A,N/A,N/A
930,Providence University,3.16,PhD,New York City,F,0,0,0,3,ML Engineer,12/18,07/22,N/A,N/A,N/A,N/A,N/A,N/A
931,Harvard University,3.71,Bachelors,Los Angeles,N/A,0,1,0,4,Senior SWE,08/20,08/21,Lawyer,05/18,02/19,Lawyer,02/13,08/17
932,Howard University,3.54,Bachelors,Waltham,M,0,0,1,2,ML Engineer,02/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A
933,American University,3.46,Bachelors,Los Angeles,M,0,1,0,3,ML Engineer,01/19,05/21,Junior SWE,10/19,01/19,N/A,N/A,N/A
934,Yale University,3.24,Bachelors,Chicago,M,0,1,0,2,Lawyer,09/18,09/23,N/A,N/A,N/A,N/A,N/A,N/A
935,Brandeis University,3.89,Bachelors,Miami,M,0,0,0,2,Lawyer,08/18,12/21,ML Engineer,12/17,06/21,Junior SWE,06/13,07/17
936,Harvard University,3.95,Bachelors,New York City,N/A,0,1,0,4,ML Engineer,03/19,03/23,N/A,N/A,N/A,N/A,N/A,N/A
937,Harvard University,2.34,Bachelors,Chicago,M,0,0,0,3,Senior SWE,08/17,01/21,N/A,N/A,N/A,N/A,N/A,N/A
938,Harvard University,2.54,Bachelors,Miami,F,0,0,0,4,ML Engineer,06/18,04/22,N/A,N/A,N/A,N/A,N/A,N/A
939,American University,2.08,Masters,Chicago,F,1,0,0,4,Junior SWE,12/18,10/23,N/A,N/A,N/A,N/A,N/A,N/A
940,Howard University,3.39,PhD,Charlottesville,M,0,0,0,2,Lawyer,05/19,05/23,N/A,N/A,N/A,N/A,N/A,N/A
941,Yale University,3.9,Masters,Miami,F,0,0,0,4,Junior SWE,03/20,01/23,ML Engineer,06/17,01/19,N/A,N/A,N/A
942,Brandeis University,1.81,Bachelors,Miami,M,0,1,0,2,Data Scientist,04/17,03/22,Junior SWE,09/17,01/19,N/A,N/A,N/A
943,Harvard University,1.11,Masters,Boston,N/A,0,1,0,1,Junior SWE,06/20,12/21,ML Engineer,06/16,05/19,N/A,N/A,N/A
944,Harvard University,3.89,Bachelors,Waltham,M,0,1,0,4,ML Engineer,03/20,09/22,N/A,N/A,N/A,N/A,N/A,N/A
945,Yale University,1.87,Masters,New York City,M,0,0,0,1,Senior SWE,07/17,12/21,Data Scientist,05/15,02/20,ML Engineer,03/17,11/18
946,Howard University,2.36,Bachelors,Charlottesville,F,0,1,0,0,Junior SWE,11/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A
947,Yale University,3.79,Masters,Waltham,F,0,1,0,2,Lawyer,12/19,05/22,N/A,N/A,N/A,N/A,N/A,N/A
948,Providence University,1.32,Bachelors,Providence,M,0,1,0,4,Data Scientist,12/18,11/22,N/A,N/A,N/A,N/A,N/A,N/A
949,Fordham University,2.94,Bachelors,Boston,M,0,1,0,4,ML Engineer,09/18,01/23,Junior SWE,06/19,10/21,N/A,N/A,N/A
950,Brandeis University,2.07,Bachelors,Waltham,F,0,1,0,4,Senior SWE,07/18,02/21,ML Engineer,01/15,06/19,N/A,N/A,N/A
951,Howard University,2.71,Bachelors,Chicago,F,0,0,0,2,ML Engineer,09/18,07/23,Junior SWE,05/19,07/19,N/A,N/A,N/A
952,Fordham University,3.86,Bachelors,Chicago,M,1,1,0,2,Lawyer,09/19,06/22,Lawyer,01/17,01/20,N/A,N/A,N/A
953,Yale University,2.92,Bachelors,New York City,F,0,0,0,4,Data Scientist,12/19,05/23,N/A,N/A,N/A,N/A,N/A,N/A
954,Providence University,1.16,Bachelors,Los Angeles,M,N/A,1,0,3,Junior SWE,02/18,03/22,Lawyer,03/19,07/19,N/A,N/A,N/A
955,Yale University,1.8,Masters,New York City,M,0,1,0,2,ML Engineer,05/18,09/21,Junior SWE,12/18,07/21,N/A,N/A,N/A
956,Fordham University,2.72,Bachelors,Waltham,M,0,1,1,4,Lawyer,08/18,05/22,N/A,N/A,N/A,N/A,N/A,N/A
957,Harvard University,2.43,Masters,Boston,F,0,1,0,0,Junior SWE,02/19,06/23,N/A,N/A,N/A,N/A,N/A,N/A
958,Providence University,3.87,Bachelors,Los Angeles,M,0,1,0,3,Lawyer,10/18,01/22,Lawyer,10/15,11/19,N/A,N/A,N/A
959,Howard University,1.46,PhD,New York City,M,0,1,0,4,Lawyer,08/18,07/23,ML Engineer,06/18,05/21,Lawyer,09/16,09/17
960,Fordham University,3.82,Masters,Waltham,F,0,1,0,0,Junior SWE,07/20,09/23,ML Engineer,07/17,05/19,N/A,N/A,N/A
961,Harvard University,1.4,PhD,Charlottesville,M,0,1,0,2,ML Engineer,10/18,10/23,Junior SWE,11/15,12/20,N/A,N/A,N/A
962,Yale University,2.09,Masters,Los Angeles,M,0,0,1,3,ML Engineer,10/18,02/23,N/A,N/A,N/A,N/A,N/A,N/A
963,American University,2.16,Bachelors,Miami,M,0,1,0,3,Senior SWE,09/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A
964,American University,2.29,Masters,Providence,F,0,1,0,0,Lawyer,01/19,02/23,N/A,N/A,N/A,N/A,N/A,N/A
965,Yale University,3.96,Masters,Charlottesville,N/A,0,1,0,2,Data Scientist,01/19,12/22,N/A,N/A,N/A,N/A,N/A,N/A
966,Brandeis University,1.2,Masters,Boston,F,0,1,0,2,Lawyer,06/20,10/21,Junior SWE,10/18,04/20,N/A,N/A,N/A
967,Howard University,3.34,PhD,Providence,F,0,1,0,0,ML Engineer,11/18,09/22,N/A,N/A,N/A,N/A,N/A,N/A
968,American University,2.64,Masters,Providence,M,0,1,0,3,Lawyer,10/20,05/23,Lawyer,04/18,04/20,N/A,N/A,N/A
969,Fordham University,2.25,Bachelors,Chicago,N/A,0,1,0,3,Junior SWE,03/20,10/22,N/A,N/A,N/A,N/A,N/A,N/A
970,Yale University,3.32,Bachelors,Los Angeles,F,0,1,1,2,Data Scientist,05/20,10/22,ML Engineer,03/15,08/21,Junior SWE,09/14,05/19
971,Howard University,2.08,PhD,Miami,M,1,1,0,2,Junior SWE,11/18,01/21,Lawyer,07/15,01/19,N/A,N/A,N/A
972,Providence University,2.47,Bachelors,Providence,F,1,1,0,1,Senior SWE,09/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A
973,Harvard University,2.06,PhD,Providence,F,0,1,0,3,ML Engineer,05/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A
974,Providence University,3.61,Bachelors,Charlottesville,F,N/A,0,0,3,ML Engineer,12/17,08/21,Senior SWE,03/17,07/19,ML Engineer,06/15,07/17
975,Yale University,3.55,Masters,New York City,M,0,1,0,1,ML Engineer,08/19,01/23,N/A,N/A,N/A,N/A,N/A,N/A
976,Howard University,2.03,Bachelors,Los Angeles,F,0,1,N/A,1,ML Engineer,01/17,12/21,N/A,N/A,N/A,N/A,N/A,N/A
977,Providence University,3.44,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,05/17,05/22,ML Engineer,11/16,05/19,N/A,N/A,N/A
978,Harvard University,1.52,Bachelors,Charlottesville,M,0,1,0,3,Lawyer,08/20,03/21,Lawyer,08/18,01/19,Data Scientist,03/17,06/18
979,Yale University,1.69,Bachelors,Waltham,F,0,1,0,1,ML Engineer,08/19,04/21,Lawyer,12/16,11/19,N/A,N/A,N/A
980,Providence University,2.68,Bachelors,Waltham,M,1,1,0,4,Junior SWE,10/18,08/22,N/A,N/A,N/A,N/A,N/A,N/A
981,Harvard University,1.28,Bachelors,New York City,M,0,1,0,2,Lawyer,08/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A
982,Yale University,3.99,Bachelors,Miami,N/A,0,0,0,2,Data Scientist,11/18,03/23,N/A,N/A,N/A,N/A,N/A,N/A
983,Yale University,1.31,Bachelors,Waltham,M,1,1,0,0,Junior SWE,07/20,06/23,Junior SWE,08/17,02/21,N/A,N/A,N/A
984,Yale University,1.16,Bachelors,Los Angeles,M,N/A,1,0,2,ML Engineer,10/19,10/21,N/A,N/A,N/A,N/A,N/A,N/A
985,Harvard University,3.91,Bachelors,Miami,F,0,1,0,3,Lawyer,10/19,07/23,Data Scientist,01/16,10/20,Lawyer,04/16,08/17
986,Howard University,2.03,Bachelors,Boston,F,0,1,0,0,Senior SWE,09/18,06/22,Lawyer,11/18,04/21,N/A,N/A,N/A
987,Fordham University,3.69,Bachelors,Los Angeles,F,0,0,0,1,Lawyer,08/17,05/23,N/A,N/A,N/A,N/A,N/A,N/A
988,Howard University,2.15,Masters,Charlottesville,F,0,1,0,0,Junior SWE,01/17,06/21,N/A,N/A,N/A,N/A,N/A,N/A
989,Howard University,1.35,PhD,Chicago,F,0,0,0,3,Junior SWE,01/20,11/22,N/A,N/A,N/A,N/A,N/A,N/A
990,Yale University,1.0,PhD,Chicago,M,0,1,0,2,Lawyer,04/20,10/23,N/A,N/A,N/A,N/A,N/A,N/A
991,Providence University,3.04,Masters,Miami,F,0,0,0,4,ML Engineer,10/19,04/21,Lawyer,04/15,04/19,ML Engineer,09/13,04/18
992,Fordham University,1.25,Bachelors,Providence,M,0,1,0,4,Data Scientist,08/19,06/22,Data Scientist,02/19,05/21,N/A,N/A,N/A
993,Fordham University,3.59,Masters,New York City,F,0,0,0,3,Junior SWE,11/20,09/23,N/A,N/A,N/A,N/A,N/A,N/A
994,Brandeis University,2.47,Bachelors,Providence,F,0,0,0,1,Lawyer,10/19,08/23,Senior SWE,04/16,08/20,Senior SWE,02/16,12/17
995,Harvard University,2.1,PhD,New York City,M,0,1,0,4,Lawyer,12/17,02/21,Junior SWE,12/16,11/19,N/A,N/A,N/A
996,Yale University,2.78,Bachelors,Charlottesville,F,1,0,0,0,ML Engineer,05/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A
997,Fordham University,1.73,Bachelors,Charlottesville,M,0,1,0,3,Lawyer,05/20,12/21,Data Scientist,08/19,10/20,N/A,N/A,N/A
998,Brandeis University,2.17,Masters,Los Angeles,F,0,0,0,0,ML Engineer,07/20,03/23,N/A,N/A,N/A,N/A,N/A,N/A
999,Fordham University,3.42,Masters,Boston,M,N/A,1,0,3,ML Engineer,10/20,11/23,ML Engineer,02/15,05/20,ML Engineer,04/18,01/19
1000,Providence University,3.16,PhD,Waltham,F,1,0,0,4,Lawyer,08/17,11/21,N/A,N/A,N/A,N/A,N/A,N/A
1001,Howard University,2.34,Masters,New York City,M,0,1,0,3,Senior SWE,04/18,07/23,N/A,N/A,N/A,N/A,N/A,N/A
1002,Yale University,2.83,Bachelors,Waltham,M,0,1,0,4,Junior SWE,08/17,04/21,Lawyer,12/18,02/19,N/A,N/A,N/A
1003,Yale University,3.28,Masters,Chicago,F,0,0,0,1,Data Scientist,06/18,07/23,N/A,N/A,N/A,N/A,N/A,N/A
1004,Providence University,3.16,Masters,Miami,M,0,0,0,4,Junior SWE,09/19,04/22,ML Engineer,02/18,08/20,N/A,N/A,N/A
1005,Brandeis University,2.52,Masters,Charlottesville,F,0,1,0,1,ML Engineer,11/18,07/21,N/A,N/A,N/A,N/A,N/A,N/A
1006,Brandeis University,2.09,Bachelors,Boston,M,N/A,1,0,1,Senior SWE,12/18,05/23,N/A,N/A,N/A,N/A,N/A,N/A
1007,Harvard University,3.58,Bachelors,Waltham,F,0,0,0,0,Junior SWE,05/19,07/21,N/A,N/A,N/A,N/A,N/A,N/A
1008,American University,1.38,Bachelors,Los Angeles,M,0,1,0,3,ML Engineer,12/17,05/23,N/A,N/A,N/A,N/A,N/A,N/A
1009,Brandeis University,2.06,PhD,Providence,M,0,1,0,4,Senior SWE,01/19,02/23,Data Scientist,03/19,02/19,N/A,N/A,N/A
1010,American University,1.86,PhD,Chicago,F,0,1,0,3,Senior SWE,01/17,01/23,Senior SWE,01/17,04/19,N/A,N/A,N/A
1011,American University,3.83,Masters,Waltham,F,0,1,0,4,Lawyer,01/17,07/23,N/A,N/A,N/A,N/A,N/A,N/A
1012,Harvard University,2.73,Bachelors,Providence,M,0,1,0,1,Lawyer,06/17,03/23,Senior SWE,08/15,11/20,N/A,N/A,N/A
1013,Providence University,3.4,Masters,Miami,M,0,0,0,3,Data Scientist,03/19,02/23,N/A,N/A,N/A,N/A,N/A,N/A
1014,Harvard University,3.39,PhD,Chicago,M,0,1,0,4,Data Scientist,11/18,07/21,N/A,N/A,N/A,N/A,N/A,N/A
1015,American University,2.14,PhD,Boston,F,0,0,0,3,ML Engineer,08/19,11/21,N/A,N/A,N/A,N/A,N/A,N/A
1016,American University,3.05,Masters,Waltham,M,1,1,0,2,Senior SWE,09/18,12/22,Junior SWE,02/18,05/20,N/A,N/A,N/A
1017,American University,2.72,Bachelors,Providence,M,N/A,1,0,1,Data Scientist,01/20,05/23,N/A,N/A,N/A,N/A,N/A,N/A
1018,Yale University,1.52,PhD,Chicago,F,0,0,0,3,Data Scientist,12/18,09/23,Lawyer,07/16,09/21,N/A,N/A,N/A
1019,Providence University,2.99,Masters,Waltham,M,0,0,0,1,Junior SWE,01/20,04/23,N/A,N/A,N/A,N/A,N/A,N/A
1020,Yale University,3.1,PhD,Waltham,M,N/A,1,0,4,Data Scientist,08/18,03/21,N/A,N/A,N/A,N/A,N/A,N/A
1021,Howard University,2.52,Bachelors,Waltham,M,0,1,0,1,Senior SWE,03/17,11/21,Senior SWE,11/15,05/20,N/A,N/A,N/A
1022,Brandeis University,3.77,PhD,Miami,M,0,0,0,4,ML Engineer,01/18,06/22,N/A,N/A,N/A,N/A,N/A,N/A
1023,Brandeis University,2.12,PhD,Miami,N/A,0,1,0,0,Lawyer,09/17,05/22,Junior SWE,05/18,08/20,N/A,N/A,N/A
1024,American University,3.28,PhD,Waltham,F,0,0,0,4,ML Engineer,09/17,12/21,Data Scientist,03/15,07/21,N/A,N/A,N/A
1025,American University,1.65,PhD,Miami,F,1,1,0,0,Data Scientist,10/17,06/21,N/A,N/A,N/A,N/A,N/A,N/A
1026,Fordham University,2.88,Bachelors,Miami,F,0,1,0,1,Data Scientist,02/17,05/21,N/A,N/A,N/A,N/A,N/A,N/A
1027,Providence University,1.32,Bachelors,Providence,F,0,1,0,0,Data Scientist,01/20,10/23,Data Scientist,10/18,04/19,N/A,N/A,N/A
1028,American University,3.56,Bachelors,Miami,F,0,1,1,0,Senior SWE,07/17,04/22,N/A,N/A,N/A,N/A,N/A,N/A
1029,Fordham University,3.35,Bachelors,Miami,M,1,1,0,0,Senior SWE,12/19,01/21,Lawyer,02/15,02/21,N/A,N/A,N/A
1030,American University,3.4,PhD,Boston,N/A,0,1,0,1,Lawyer,09/20,05/22,ML Engineer,03/19,02/20,ML Engineer,03/18,01/19
1031,Yale University,2.69,Bachelors,Charlottesville,F,0,1,0,1,Junior SWE,02/17,02/21,Lawyer,01/15,08/19,N/A,N/A,N/A
1032,Harvard University,1.87,Bachelors,Waltham,F,0,1,0,3,Data Scientist,03/17,04/23,ML Engineer,04/17,01/19,Senior SWE,03/16,02/19
1033,Providence University,3.93,Bachelors,Chicago,M,0,1,1,3,Junior SWE,04/19,05/23,N/A,N/A,N/A,N/A,N/A,N/A
1034,Providence University,2.27,Bachelors,New York City,F,0,0,1,3,Junior SWE,07/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A
1035,American University,1.42,Bachelors,Charlottesville,F,0,0,N/A,3,Data Scientist,01/19,10/23,ML Engineer,07/15,11/20,Junior SWE,08/16,08/18
1036,Harvard University,3.15,Bachelors,New York City,M,0,1,0,0,Data Scientist,07/19,12/21,N/A,N/A,N/A,N/A,N/A,N/A
1037,Providence University,2.51,Masters,New York City,M,N/A,0,0,1,Junior SWE,08/18,10/23,Junior SWE,12/15,08/20,N/A,N/A,N/A
1038,Howard University,3.28,Bachelors,New York City,F,0,1,0,2,ML Engineer,12/19,02/22,Lawyer,10/17,07/21,Senior SWE,03/18,01/18
1039,American University,2.54,PhD,Charlottesville,M,0,1,0,2,Data Scientist,09/18,08/22,N/A,N/A,N/A,N/A,N/A,N/A
1040,Providence University,3.33,Bachelors,Miami,M,0,1,0,0,Lawyer,12/17,01/23,N/A,N/A,N/A,N/A,N/A,N/A
1041,Brandeis University,3.63,Masters,Boston,F,0,0,0,3,Data Scientist,06/18,07/23,N/A,N/A,N/A,N/A,N/A,N/A
1042,Brandeis University,2.48,PhD,Providence,M,0,1,0,1,ML Engineer,12/19,03/23,N/A,N/A,N/A,N/A,N/A,N/A
1043,Fordham University,1.26,Masters,Boston,F,1,0,1,1,Lawyer,03/17,08/22,N/A,N/A,N/A,N/A,N/A,N/A
1044,American University,2.82,Bachelors,Chicago,N/A,0,1,N/A,0,Senior SWE,06/18,07/23,N/A,N/A,N/A,N/A,N/A,N/A
1045,Providence University,2.1,PhD,Providence,F,0,1,0,4,Lawyer,11/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A
1046,Howard University,3.6,Bachelors,Waltham,M,0,1,0,2,Lawyer,04/20,10/23,Junior SWE,02/19,02/19,N/A,N/A,N/A
1047,Howard University,3.0,Masters,Boston,N/A,0,1,0,2,ML Engineer,03/18,02/23,Junior SWE,06/18,05/19,N/A,N/A,N/A
1048,American University,2.87,Bachelors,New York City,F,0,1,0,4,ML Engineer,04/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A
1049,Providence University,1.55,Bachelors,Waltham,F,N/A,1,0,0,Senior SWE,09/17,06/22,N/A,N/A,N/A,N/A,N/A,N/A
1050,American University,2.53,Masters,Waltham,F,0,1,0,1,Junior SWE,07/20,03/23,N/A,N/A,N/A,N/A,N/A,N/A
1051,Yale University,3.81,Masters,Boston,N/A,0,1,0,4,Senior SWE,09/19,10/23,Data Scientist,09/19,07/19,N/A,N/A,N/A
1052,Yale University,1.43,Bachelors,Charlottesville,F,0,1,N/A,4,Lawyer,05/19,09/23,ML Engineer,11/15,11/21,N/A,N/A,N/A
1053,Fordham University,1.65,Bachelors,Providence,F,0,1,N/A,4,ML Engineer,01/19,05/23,N/A,N/A,N/A,N/A,N/A,N/A
1054,Providence University,2.35,Masters,Boston,M,0,1,N/A,2,Data Scientist,11/19,04/22,N/A,N/A,N/A,N/A,N/A,N/A
1055,Fordham University,1.85,Masters,Charlottesville,M,0,1,0,3,Data Scientist,04/17,05/23,N/A,N/A,N/A,N/A,N/A,N/A
1056,Providence University,1.34,Bachelors,New York City,M,N/A,1,0,3,Lawyer,10/18,04/23,ML Engineer,11/16,07/19,N/A,N/A,N/A
1057,Providence University,2.2,Bachelors,Chicago,M,0,0,0,4,Data Scientist,06/20,06/23,N/A,N/A,N/A,N/A,N/A,N/A
1058,Yale University,2.94,PhD,Boston,M,0,1,0,1,Lawyer,08/20,01/23,ML Engineer,03/18,02/20,Data Scientist,10/14,06/17
1059,Yale University,3.3,Masters,Providence,F,1,1,0,3,ML Engineer,01/19,07/23,N/A,N/A,N/A,N/A,N/A,N/A
1060,Providence University,3.92,Bachelors,New York City,F,1,1,0,2,Lawyer,12/17,10/21,Lawyer,10/15,03/20,N/A,N/A,N/A
1061,Harvard University,3.91,Bachelors,Charlottesville,F,N/A,1,1,1,ML Engineer,10/18,01/21,N/A,N/A,N/A,N/A,N/A,N/A
1062,Fordham University,3.41,Bachelors,Chicago,M,0,1,0,0,Senior SWE,01/19,01/21,ML Engineer,08/19,12/20,N/A,N/A,N/A
1063,Fordham University,2.49,Masters,Miami,F,1,1,N/A,4,Data Scientist,05/17,08/22,N/A,N/A,N/A,N/A,N/A,N/A
1064,Yale University,1.58,Bachelors,Miami,F,0,1,0,1,Senior SWE,10/20,06/22,N/A,N/A,N/A,N/A,N/A,N/A
1065,Fordham University,1.1,Masters,Waltham,F,0,1,0,3,Data Scientist,01/18,09/22,N/A,N/A,N/A,N/A,N/A,N/A
1066,Fordham University,2.83,Bachelors,Charlottesville,M,0,0,0,3,Junior SWE,05/19,11/22,Senior SWE,03/19,12/19,N/A,N/A,N/A
1067,Brandeis University,3.83,Bachelors,Miami,N/A,0,0,0,2,Lawyer,05/18,10/21,Junior SWE,01/19,09/19,N/A,N/A,N/A
1068,Harvard University,1.66,Masters,Los Angeles,F,0,1,0,2,Senior SWE,02/17,11/23,N/A,N/A,N/A,N/A,N/A,N/A
1069,Yale University,3.31,PhD,Chicago,F,0,1,0,1,ML Engineer,02/19,08/23,N/A,N/A,N/A,N/A,N/A,N/A
1070,Howard University,3.36,Bachelors,Providence,F,0,1,0,3,Junior SWE,06/18,04/21,N/A,N/A,N/A,N/A,N/A,N/A
1071,Yale University,1.21,Bachelors,New York City,M,0,0,0,1,Data Scientist,12/17,02/23,ML Engineer,07/16,02/20,Lawyer,12/17,02/19
1072,Brandeis University,2.2,PhD,Providence,M,0,1,0,4,ML Engineer,10/17,07/22,Lawyer,08/18,08/20,N/A,N/A,N/A
1073,Harvard University,3.12,Bachelors,Chicago,F,0,0,0,1,Data Scientist,08/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A
1074,Brandeis University,3.35,Bachelors,Boston,F,0,1,N/A,4,ML Engineer,08/19,11/22,ML Engineer,02/18,02/19,N/A,N/A,N/A
1075,American University,2.92,PhD,Los Angeles,N/A,0,1,0,3,Junior SWE,08/19,11/23,N/A,N/A,N/A,N/A,N/A,N/A
1076,Fordham University,1.98,Bachelors,Charlottesville,N/A,N/A,1,0,0,Lawyer,02/17,08/22,Data Scientist,09/18,03/19,N/A,N/A,N/A
1077,Fordham University,3.54,PhD,Charlottesville,F,0,1,0,4,Data Scientist,11/18,04/22,N/A,N/A,N/A,N/A,N/A,N/A
1078,Brandeis University,3.39,Masters,Providence,M,0,0,0,4,ML Engineer,11/19,04/23,Senior SWE,03/17,05/20,N/A,N/A,N/A
1079,Howard University,2.27,Bachelors,Los Angeles,F,N/A,1,0,1,Lawyer,07/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A
1080,Yale University,1.02,Masters,Providence,F,0,0,0,4,ML Engineer,10/17,01/23,N/A,N/A,N/A,N/A,N/A,N/A
1081,Howard University,2.83,Masters,Miami,M,0,1,0,4,ML Engineer,08/17,08/21,Lawyer,08/17,07/20,ML Engineer,02/15,01/17
1082,Brandeis University,3.01,Bachelors,Chicago,F,0,1,0,0,ML Engineer,01/19,05/21,ML Engineer,07/15,01/20,N/A,N/A,N/A
1083,Fordham University,1.39,Bachelors,Miami,M,0,0,0,1,Junior SWE,12/19,02/21,Senior SWE,01/17,03/21,N/A,N/A,N/A
1084,Harvard University,2.32,Masters,Miami,F,0,1,0,1,Junior SWE,07/19,02/22,N/A,N/A,N/A,N/A,N/A,N/A
1085,Howard University,3.93,Bachelors,Miami,N/A,0,0,0,1,ML Engineer,02/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A
1086,Fordham University,1.04,Bachelors,Boston,F,0,1,0,1,Junior SWE,08/17,04/22,N/A,N/A,N/A,N/A,N/A,N/A
1087,Howard University,3.0,Masters,Los Angeles,M,0,1,0,1,Data Scientist,09/17,08/22,Data Scientist,08/17,10/20,N/A,N/A,N/A
1088,Fordham University,2.18,Bachelors,Waltham,F,0,1,0,1,Lawyer,09/18,11/21,Junior SWE,09/15,04/20,N/A,N/A,N/A
1089,Fordham University,1.04,Bachelors,Chicago,M,0,1,0,4,Senior SWE,02/20,03/23,N/A,N/A,N/A,N/A,N/A,N/A
1090,Howard University,1.59,Bachelors,Los Angeles,N/A,0,1,0,3,Senior SWE,02/17,05/22,Lawyer,10/18,10/19,N/A,N/A,N/A
1091,Yale University,1.4,Bachelors,Miami,F,0,1,0,0,Junior SWE,11/17,06/21,Data Scientist,02/16,01/21,Data Scientist,02/13,10/18
1092,Yale University,2.28,Masters,Charlottesville,M,0,1,1,2,Junior SWE,01/17,03/21,N/A,N/A,N/A,N/A,N/A,N/A
1093,Brandeis University,3.2,Bachelors,Los Angeles,F,0,1,0,0,Senior SWE,11/19,08/21,N/A,N/A,N/A,N/A,N/A,N/A
1094,Howard University,1.95,Masters,Charlottesville,F,0,0,0,3,ML Engineer,09/20,07/23,N/A,N/A,N/A,N/A,N/A,N/A
1095,Yale University,3.62,Masters,New York City,F,0,1,0,2,Data Scientist,06/17,01/22,Senior SWE,04/17,08/20,Senior SWE,09/16,11/18
1096,Brandeis University,3.22,Bachelors,Miami,M,0,1,0,3,Junior SWE,09/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A
1097,Yale University,3.21,PhD,Charlottesville,M,0,1,0,2,Senior SWE,03/20,03/23,Junior SWE,02/17,01/21,N/A,N/A,N/A
1098,Fordham University,1.66,Masters,Los Angeles,F,N/A,1,0,2,Lawyer,06/18,01/22,Senior SWE,02/17,03/19,N/A,N/A,N/A
1099,Howard University,1.34,Masters,Charlottesville,M,1,1,0,0,Lawyer,06/19,05/22,N/A,N/A,N/A,N/A,N/A,N/A
1100,Brandeis University,2.84,PhD,New York City,F,0,1,0,2,Senior SWE,04/18,12/21,N/A,N/A,N/A,N/A,N/A,N/A
1101,Fordham University,3.7,Bachelors,Providence,M,0,1,0,4,Junior SWE,11/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A
1102,Howard University,2.93,Masters,Miami,M,0,1,0,1,Junior SWE,08/19,01/23,Senior SWE,06/19,07/19,N/A,N/A,N/A
1103,Howard University,2.09,Masters,Providence,M,0,0,0,0,Lawyer,11/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A
1104,American University,1.23,Bachelors,Boston,M,0,1,0,4,ML Engineer,09/18,09/23,N/A,N/A,N/A,N/A,N/A,N/A
1105,Fordham University,2.27,Bachelors,Boston,M,0,1,0,1,ML Engineer,06/19,11/22,Senior SWE,08/19,05/21,N/A,N/A,N/A
1106,Providence University,3.82,Bachelors,Chicago,M,0,1,0,2,Senior SWE,10/17,02/23,Senior SWE,08/17,04/21,N/A,N/A,N/A
1107,Howard University,3.85,PhD,Charlottesville,M,0,1,N/A,4,ML Engineer,04/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A
1108,Harvard University,1.46,Bachelors,Waltham,M,0,1,0,0,Senior SWE,05/17,06/23,N/A,N/A,N/A,N/A,N/A,N/A
1109,American University,1.96,Bachelors,Boston,F,N/A,1,0,4,Junior SWE,06/17,10/21,N/A,N/A,N/A,N/A,N/A,N/A
1110,Harvard University,1.24,Masters,Chicago,F,0,1,0,3,Junior SWE,08/20,10/21,Junior SWE,07/19,02/21,Data Scientist,10/15,11/17
1111,Harvard University,3.41,Bachelors,Chicago,F,0,1,0,2,Lawyer,01/18,09/21,N/A,N/A,N/A,N/A,N/A,N/A
1112,Fordham University,1.53,Bachelors,New York City,M,0,1,0,0,Data Scientist,09/17,03/21,N/A,N/A,N/A,N/A,N/A,N/A
1113,Howard University,1.87,Bachelors,Providence,F,1,1,0,1,Junior SWE,04/20,08/23,N/A,N/A,N/A,N/A,N/A,N/A
1114,Harvard University,2.31,Bachelors,Charlottesville,F,0,1,0,3,Junior SWE,04/17,02/22,N/A,N/A,N/A,N/A,N/A,N/A
1115,Harvard University,2.15,PhD,Chicago,M,0,1,0,1,Senior SWE,07/18,04/22,N/A,N/A,N/A,N/A,N/A,N/A
1116,Harvard University,2.09,Bachelors,Charlottesville,M,0,1,0,4,Data Scientist,04/19,01/23,N/A,N/A,N/A,N/A,N/A,N/A
1117,American University,2.82,Bachelors,New York City,F,0,1,0,1,Senior SWE,09/17,07/22,N/A,N/A,N/A,N/A,N/A,N/A
