Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
508,American University,1.8,PhD,Miami,M,0.0,0,0.0,2,Lawyer,09/17,03/23,N/A,N/A,N/A,N/A,N/A,N/A,3.19
509,Brandeis University,1.78,PhD,Los Angeles,M,0.0,1,0.0,1,Lawyer,08/19,09/22,N/A,N/A,N/A,N/A,N/A,N/A,5.47
510,Providence University,3.97,Bachelors,Los Angeles,F,0.0,1,0.0,3,Senior SWE,10/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,7.78
511,Brandeis University,3.0,Bachelors,Los Angeles,F,N/A,1,N/A,1,Senior SWE,01/17,09/23,Junior SWE,09/17,03/19,N/A,N/A,N/A,9.38
512,American University,3.58,Masters,Charlottesville,F,0.0,1,0.0,4,Junior SWE,12/18,11/21,N/A,N/A,N/A,N/A,N/A,N/A,3.17
513,Fordham University,3.78,Bachelors,Boston,F,N/A,1,0.0,0,Lawyer,03/17,03/21,Junior SWE,06/15,09/21,N/A,N/A,N/A,1.05
514,Yale University,3.69,Bachelors,Charlottesville,F,0.0,0,0.0,2,Lawyer,08/18,05/23,N/A,N/A,N/A,N/A,N/A,N/A,3.93
515,Howard University,3.55,Bachelors,Los Angeles,F,0.0,1,0.0,3,Lawyer,08/19,02/22,N/A,N/A,N/A,N/A,N/A,N/A,4.46
516,Fordham University,2.19,Bachelors,Chicago,M,N/A,1,0.0,4,Data Scientist,10/17,08/23,N/A,N/A,N/A,N/A,N/A,N/A,0.03
517,American University,2.98,Bachelors,Los Angeles,M,1.0,1,0.0,0,Senior SWE,01/19,07/22,N/A,N/A,N/A,N/A,N/A,N/A,8.75
518,Providence University,2.55,Masters,Providence,F,0.0,1,0.0,3,Junior SWE,12/18,05/23,N/A,N/A,N/A,N/A,N/A,N/A,1.06
519,American University,3.93,Bachelors,Providence,M,N/A,1,0.0,1,Lawyer,07/20,05/23,ML Engineer,08/15,02/19,Senior SWE,08/17,04/19,8.5
520,American University,2.38,Bachelors,Los Angeles,M,0.0,1,0.0,0,ML Engineer,03/19,11/21,Lawyer,10/15,01/20,N/A,N/A,N/A,6.23
521,Brandeis University,1.25,Bachelors,Waltham,F,0.0,0,0.0,1,ML Engineer,11/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,1.63
522,Harvard University,3.5,Masters,Miami,F,1.0,0,0.0,2,ML Engineer,09/17,11/23,N/A,N/A,N/A,N/A,N/A,N/A,0.06
523,Howard University,3.08,Bachelors,Chicago,F,N/A,1,0.0,2,Senior SWE,05/17,05/22,Senior SWE,11/16,06/20,Junior SWE,02/17,11/17,2.66
524,Brandeis University,1.56,Masters,Boston,M,0.0,1,0.0,4,Senior SWE,06/20,09/22,Senior SWE,10/17,06/20,N/A,N/A,N/A,9.71
525,Harvard University,3.26,Bachelors,Chicago,F,0.0,1,0.0,1,ML Engineer,04/18,08/22,Junior SWE,05/17,09/20,N/A,N/A,N/A,9.0
526,Brandeis University,2.4,Bachelors,Charlottesville,M,0.0,0,0.0,1,Lawyer,03/18,04/23,Data Scientist,04/16,04/20,N/A,N/A,N/A,7.01
527,Brandeis University,2.37,PhD,Charlottesville,M,0.0,1,0.0,3,Data Scientist,02/19,08/21,ML Engineer,06/17,07/20,N/A,N/A,N/A,5.47
528,Harvard University,1.77,Masters,Providence,F,0.0,1,N/A,4,Data Scientist,08/17,03/23,ML Engineer,01/18,06/19,N/A,N/A,N/A,2.58
529,American University,2.81,Bachelors,Charlottesville,F,0.0,1,0.0,0,Data Scientist,06/17,02/22,Senior SWE,06/15,01/19,N/A,N/A,N/A,10.0
530,Providence University,2.02,Bachelors,Charlottesville,M,0.0,1,0.0,3,Data Scientist,01/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,8.78
531,Howard University,3.59,Bachelors,Los Angeles,M,0.0,0,0.0,3,Senior SWE,03/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,5.05
532,Harvard University,2.66,PhD,Providence,M,0.0,1,0.0,4,Junior SWE,01/20,10/22,N/A,N/A,N/A,N/A,N/A,N/A,0.89
533,Howard University,3.49,Masters,Providence,M,0.0,1,0.0,2,Lawyer,05/17,12/22,N/A,N/A,N/A,N/A,N/A,N/A,6.99
534,Harvard University,2.63,Bachelors,Providence,F,1.0,1,0.0,4,Senior SWE,10/20,12/21,Data Scientist,05/17,06/20,ML Engineer,03/14,02/18,4.43
535,Yale University,1.0,Bachelors,Los Angeles,F,0.0,0,0.0,1,Data Scientist,05/17,04/23,ML Engineer,05/18,07/20,N/A,N/A,N/A,3.05
536,Providence University,2.77,Bachelors,Los Angeles,N/A,0.0,1,0.0,3,Lawyer,07/19,08/21,N/A,N/A,N/A,N/A,N/A,N/A,7.67
537,Providence University,3.26,PhD,Charlottesville,M,0.0,1,0.0,4,Lawyer,02/20,04/21,Junior SWE,07/19,07/21,Senior SWE,07/16,04/19,1.95
538,Yale University,1.33,Bachelors,Boston,M,0.0,1,0.0,1,Junior SWE,06/19,08/21,ML Engineer,03/16,02/20,N/A,N/A,N/A,6.93
539,American University,2.44,PhD,Providence,M,0.0,0,0.0,2,Lawyer,05/17,11/22,N/A,N/A,N/A,N/A,N/A,N/A,8.7
540,Providence University,2.56,Bachelors,Charlottesville,N/A,0.0,0,0.0,4,Lawyer,12/19,07/23,Lawyer,10/17,11/21,N/A,N/A,N/A,2.14
541,American University,3.61,Bachelors,Waltham,N/A,0.0,1,N/A,3,Senior SWE,11/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A,0.76
542,Yale University,3.79,PhD,Chicago,F,0.0,1,0.0,3,ML Engineer,07/20,01/21,Senior SWE,06/18,04/20,ML Engineer,06/17,09/19,4.37
543,Harvard University,2.08,PhD,Providence,F,0.0,0,0.0,0,Junior SWE,09/18,03/21,Junior SWE,12/18,01/20,N/A,N/A,N/A,4.82
544,Providence University,2.64,Bachelors,Los Angeles,M,0.0,1,0.0,4,Senior SWE,10/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,5.07
545,Brandeis University,2.26,PhD,Charlottesville,M,0.0,1,0.0,3,Senior SWE,02/18,01/22,ML Engineer,12/18,12/20,N/A,N/A,N/A,2.7
546,Providence University,1.77,Bachelors,Charlottesville,M,0.0,1,N/A,1,Lawyer,04/20,05/23,N/A,N/A,N/A,N/A,N/A,N/A,3.95
547,Howard University,3.44,Bachelors,Los Angeles,M,0.0,1,0.0,0,Lawyer,04/17,06/21,N/A,N/A,N/A,N/A,N/A,N/A,5.82
548,Howard University,2.92,PhD,Boston,F,0.0,1,0.0,3,ML Engineer,01/17,10/22,Senior SWE,07/16,02/20,N/A,N/A,N/A,2.95
549,Providence University,1.31,Bachelors,Los Angeles,M,0.0,0,0.0,1,Senior SWE,11/19,05/22,N/A,N/A,N/A,N/A,N/A,N/A,6.43
550,Brandeis University,1.74,Bachelors,Boston,M,0.0,1,0.0,4,Data Scientist,10/17,09/22,Data Scientist,10/15,06/21,N/A,N/A,N/A,8.98
551,Harvard University,3.67,Bachelors,Miami,M,0.0,1,0.0,1,Junior SWE,05/19,09/21,N/A,N/A,N/A,N/A,N/A,N/A,6.05
552,Brandeis University,3.92,Bachelors,Miami,F,0.0,1,0.0,2,Junior SWE,09/19,06/21,N/A,N/A,N/A,N/A,N/A,N/A,9.59
553,Fordham University,2.31,PhD,Chicago,F,0.0,0,0.0,3,Data Scientist,02/19,08/21,Senior SWE,04/16,05/20,Senior SWE,08/14,11/19,1.19
554,Brandeis University,3.53,PhD,Chicago,F,0.0,1,1.0,2,ML Engineer,01/20,03/21,ML Engineer,09/15,04/19,N/A,N/A,N/A,2.43
555,Fordham University,3.91,Bachelors,New York City,F,0.0,0,0.0,4,Senior SWE,07/17,03/21,N/A,N/A,N/A,N/A,N/A,N/A,4.21
556,Howard University,4.0,Masters,Charlottesville,M,0.0,1,N/A,2,Lawyer,05/19,01/23,Data Scientist,02/19,03/19,N/A,N/A,N/A,4.36
557,Brandeis University,2.44,Bachelors,Waltham,M,0.0,1,0.0,3,Lawyer,03/19,09/23,ML Engineer,06/19,01/19,N/A,N/A,N/A,8.69
558,Brandeis University,3.36,Bachelors,Charlottesville,M,1.0,1,0.0,4,ML Engineer,11/19,12/22,Data Scientist,08/19,10/20,Data Scientist,11/16,11/18,6.91
559,Brandeis University,2.63,Bachelors,Providence,F,0.0,1,0.0,2,Junior SWE,08/18,06/22,Junior SWE,11/19,10/19,N/A,N/A,N/A,1.07
560,Brandeis University,2.05,Masters,Boston,M,0.0,1,0.0,2,ML Engineer,03/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,1.3
561,Howard University,2.84,Bachelors,New York City,M,0.0,1,0.0,4,Senior SWE,10/18,11/23,Data Scientist,02/16,04/19,N/A,N/A,N/A,0.79
562,Fordham University,2.66,PhD,Charlottesville,F,1.0,1,0.0,2,Lawyer,02/20,02/22,Junior SWE,10/15,11/20,Lawyer,07/15,10/18,0.94
563,Brandeis University,2.15,Masters,New York City,F,0.0,1,0.0,1,Data Scientist,01/18,04/21,Junior SWE,07/19,02/20,N/A,N/A,N/A,1.1
564,Howard University,2.37,Bachelors,Boston,M,0.0,0,0.0,4,Data Scientist,10/17,10/22,N/A,N/A,N/A,N/A,N/A,N/A,6.95
565,Harvard University,2.76,Bachelors,Providence,F,0.0,1,0.0,0,Senior SWE,01/18,05/23,Senior SWE,11/15,09/21,N/A,N/A,N/A,4.77
566,Fordham University,1.44,Bachelors,New York City,M,0.0,1,0.0,2,ML Engineer,03/17,04/23,Senior SWE,01/17,03/20,N/A,N/A,N/A,1.64
567,Howard University,1.62,Bachelors,New York City,M,0.0,0,0.0,0,Lawyer,11/19,07/22,N/A,N/A,N/A,N/A,N/A,N/A,0.74
568,Yale University,3.58,Bachelors,Providence,F,0.0,0,0.0,0,Data Scientist,07/20,03/22,Lawyer,03/17,01/19,Data Scientist,06/17,04/19,1.83
569,Yale University,2.73,Bachelors,Boston,M,0.0,1,0.0,1,Data Scientist,08/19,09/21,Junior SWE,05/16,10/21,N/A,N/A,N/A,5.18
570,Howard University,3.31,Masters,Miami,M,0.0,1,0.0,2,ML Engineer,10/17,05/22,N/A,N/A,N/A,N/A,N/A,N/A,9.66
571,American University,3.95,Masters,Chicago,M,N/A,1,0.0,1,Lawyer,08/20,04/22,Junior SWE,04/17,08/21,Lawyer,06/18,08/18,2.03
572,Providence University,3.27,Bachelors,Waltham,F,0.0,1,0.0,1,Senior SWE,07/20,07/21,Junior SWE,01/15,05/21,N/A,N/A,N/A,9.51
573,Providence University,1.5,PhD,Los Angeles,N/A,0.0,1,0.0,3,Senior SWE,11/19,06/22,N/A,N/A,N/A,N/A,N/A,N/A,9.91
574,Brandeis University,3.32,PhD,Los Angeles,F,0.0,1,0.0,1,Junior SWE,06/19,07/23,N/A,N/A,N/A,N/A,N/A,N/A,5.65
575,Brandeis University,2.07,Masters,Boston,F,0.0,0,0.0,2,ML Engineer,11/17,10/22,Lawyer,07/18,07/20,N/A,N/A,N/A,0.96
576,Providence University,3.07,Bachelors,Chicago,F,N/A,1,1.0,0,Junior SWE,10/19,02/22,N/A,N/A,N/A,N/A,N/A,N/A,5.17
577,American University,1.12,Bachelors,Miami,F,0.0,1,0.0,0,Senior SWE,06/18,10/22,N/A,N/A,N/A,N/A,N/A,N/A,7.47
578,Fordham University,2.33,Masters,Los Angeles,M,N/A,1,0.0,3,ML Engineer,03/17,07/22,Data Scientist,05/16,08/21,N/A,N/A,N/A,4.39
579,American University,3.78,Bachelors,Waltham,M,0.0,1,0.0,4,Data Scientist,08/17,04/22,ML Engineer,10/16,09/20,Senior SWE,06/17,12/18,0.41
580,American University,3.45,Masters,Waltham,M,0.0,1,0.0,4,ML Engineer,01/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,1.88
581,Yale University,1.34,Bachelors,New York City,F,0.0,1,0.0,3,Junior SWE,05/18,10/23,N/A,N/A,N/A,N/A,N/A,N/A,9.54
582,American University,2.45,Bachelors,Los Angeles,F,0.0,1,0.0,4,Lawyer,05/17,10/22,Lawyer,07/18,11/21,Senior SWE,08/18,06/19,7.15
583,Providence University,3.63,Bachelors,Waltham,F,0.0,1,0.0,2,ML Engineer,04/18,02/22,N/A,N/A,N/A,N/A,N/A,N/A,6.18
584,American University,3.08,Bachelors,New York City,M,0.0,1,0.0,2,Junior SWE,10/20,01/23,N/A,N/A,N/A,N/A,N/A,N/A,9.82
585,American University,2.7,Bachelors,Los Angeles,M,0.0,1,0.0,4,ML Engineer,08/19,06/23,Junior SWE,03/17,07/19,N/A,N/A,N/A,8.52
586,Yale University,3.7,Masters,Boston,F,0.0,1,0.0,4,Senior SWE,03/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,6.65
587,American University,2.81,Bachelors,Boston,F,0.0,1,0.0,1,ML Engineer,02/19,08/23,ML Engineer,03/17,03/19,Junior SWE,03/17,06/18,6.05
588,Fordham University,2.44,Bachelors,New York City,M,N/A,1,0.0,3,Lawyer,06/17,02/23,N/A,N/A,N/A,N/A,N/A,N/A,1.27
589,Brandeis University,2.51,Bachelors,Miami,F,0.0,1,0.0,2,ML Engineer,11/17,08/22,Junior SWE,02/17,04/21,N/A,N/A,N/A,9.56
590,Providence University,1.42,Masters,Miami,M,N/A,0,0.0,2,Junior SWE,12/19,06/23,ML Engineer,08/18,12/20,Data Scientist,01/16,05/17,3.93
591,Harvard University,3.57,Bachelors,Waltham,F,0.0,1,0.0,1,Lawyer,03/20,06/22,N/A,N/A,N/A,N/A,N/A,N/A,9.57
592,Fordham University,2.23,Bachelors,Los Angeles,F,0.0,0,0.0,2,Data Scientist,06/20,11/23,Data Scientist,12/18,07/20,N/A,N/A,N/A,9.96
593,Fordham University,3.72,PhD,Waltham,F,0.0,0,0.0,1,Data Scientist,02/20,07/23,Junior SWE,12/17,06/21,N/A,N/A,N/A,7.0
594,Harvard University,2.31,Masters,Providence,M,0.0,1,0.0,1,Data Scientist,09/17,08/21,N/A,N/A,N/A,N/A,N/A,N/A,1.96
595,Harvard University,2.53,Bachelors,Waltham,F,0.0,1,0.0,2,Senior SWE,06/18,06/23,N/A,N/A,N/A,N/A,N/A,N/A,0.51
596,American University,2.61,Bachelors,Los Angeles,F,0.0,1,0.0,3,Data Scientist,07/17,03/23,Data Scientist,01/19,05/20,N/A,N/A,N/A,5.97
597,Providence University,2.49,Masters,Chicago,F,0.0,1,0.0,3,Lawyer,04/20,07/22,ML Engineer,01/16,03/21,N/A,N/A,N/A,9.72
598,Yale University,3.04,Bachelors,Providence,M,0.0,1,0.0,4,Junior SWE,12/17,07/22,ML Engineer,06/16,09/19,N/A,N/A,N/A,5.38
599,Providence University,3.5,Bachelors,Boston,F,0.0,1,0.0,1,Data Scientist,11/18,02/23,Senior SWE,05/19,07/19,Lawyer,09/16,01/19,8.14
600,American University,2.11,Masters,Los Angeles,F,1.0,1,0.0,0,Junior SWE,01/17,08/21,Lawyer,03/17,12/20,N/A,N/A,N/A,9.42
601,Brandeis University,1.45,Bachelors,Waltham,F,0.0,1,0.0,2,Junior SWE,10/17,10/21,N/A,N/A,N/A,N/A,N/A,N/A,8.88
602,Howard University,3.1,Bachelors,Boston,F,1.0,1,0.0,4,Senior SWE,04/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A,9.94
603,Providence University,2.01,Masters,Charlottesville,M,0.0,1,0.0,2,Junior SWE,02/18,08/23,Junior SWE,07/17,03/21,N/A,N/A,N/A,7.62
604,Howard University,3.52,PhD,Miami,F,1.0,0,0.0,4,Junior SWE,03/19,08/22,ML Engineer,09/15,08/21,Data Scientist,05/16,10/17,1.63
605,Fordham University,3.67,PhD,Chicago,F,0.0,1,0.0,0,Junior SWE,06/19,01/23,Data Scientist,09/15,06/21,N/A,N/A,N/A,7.5
606,Brandeis University,1.56,Masters,Miami,M,0.0,0,0.0,0,Junior SWE,09/17,11/21,ML Engineer,01/15,08/21,N/A,N/A,N/A,0.86
607,Fordham University,2.54,Bachelors,Chicago,M,1.0,1,0.0,3,Data Scientist,08/18,12/22,ML Engineer,05/16,08/21,N/A,N/A,N/A,0.17
608,Howard University,2.51,Bachelors,Los Angeles,M,0.0,1,0.0,3,Data Scientist,07/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,9.52
609,Fordham University,2.73,Bachelors,Miami,F,0.0,1,0.0,2,ML Engineer,01/20,08/23,N/A,N/A,N/A,N/A,N/A,N/A,3.01
610,Providence University,3.33,Bachelors,Chicago,M,0.0,0,0.0,0,Senior SWE,12/19,08/21,ML Engineer,05/19,05/20,Lawyer,10/16,08/19,0.78
611,Providence University,1.53,Masters,Chicago,M,0.0,1,0.0,3,Junior SWE,07/20,08/21,Junior SWE,12/16,04/19,Lawyer,11/15,08/18,4.16
612,Brandeis University,1.43,Bachelors,Miami,F,0.0,1,0.0,3,Junior SWE,06/19,11/21,Senior SWE,03/16,07/21,N/A,N/A,N/A,1.32
613,American University,2.08,Bachelors,Boston,M,0.0,1,0.0,4,Junior SWE,09/20,12/22,N/A,N/A,N/A,N/A,N/A,N/A,7.95
614,Providence University,3.8,PhD,Boston,M,0.0,1,0.0,1,Junior SWE,08/19,01/22,Senior SWE,01/16,02/19,N/A,N/A,N/A,5.36
615,Howard University,2.82,Bachelors,Charlottesville,F,0.0,1,0.0,0,Lawyer,05/20,04/22,Lawyer,12/15,09/20,N/A,N/A,N/A,0.35
616,Providence University,2.28,Bachelors,Waltham,F,0.0,1,0.0,0,Lawyer,04/19,08/23,Junior SWE,10/17,03/20,N/A,N/A,N/A,0.33
617,Providence University,2.71,Masters,Los Angeles,M,0.0,0,0.0,2,Data Scientist,01/18,12/21,Lawyer,02/19,05/19,N/A,N/A,N/A,8.59
618,Howard University,3.68,PhD,Miami,M,0.0,1,0.0,4,Lawyer,10/19,09/21,ML Engineer,07/15,01/21,N/A,N/A,N/A,5.17
619,Fordham University,3.96,Bachelors,New York City,F,0.0,1,0.0,4,Data Scientist,04/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A,8.76
620,Providence University,1.53,Bachelors,Waltham,N/A,0.0,1,0.0,0,Senior SWE,07/20,07/21,Lawyer,08/19,09/19,Data Scientist,03/13,12/18,9.93
621,Howard University,3.99,Masters,Chicago,F,0.0,1,0.0,0,Senior SWE,02/19,12/21,N/A,N/A,N/A,N/A,N/A,N/A,1.23
622,Yale University,2.19,PhD,New York City,M,0.0,1,0.0,4,Data Scientist,06/20,06/23,Senior SWE,11/16,04/20,N/A,N/A,N/A,9.52
623,Brandeis University,3.93,Bachelors,New York City,N/A,0.0,1,0.0,3,Lawyer,02/18,09/22,N/A,N/A,N/A,N/A,N/A,N/A,0.6
624,Brandeis University,2.43,Masters,Boston,M,0.0,1,0.0,1,Data Scientist,07/18,06/21,Lawyer,10/17,01/20,N/A,N/A,N/A,6.1
625,Howard University,2.5,Bachelors,Charlottesville,F,N/A,1,N/A,1,Senior SWE,09/19,06/23,N/A,N/A,N/A,N/A,N/A,N/A,5.31
626,Brandeis University,1.5,PhD,New York City,M,0.0,1,0.0,4,Junior SWE,07/19,06/23,N/A,N/A,N/A,N/A,N/A,N/A,4.73
627,Fordham University,1.59,Masters,Waltham,M,0.0,1,0.0,2,Junior SWE,06/17,08/21,Senior SWE,03/15,01/21,N/A,N/A,N/A,1.09
628,Providence University,2.63,Bachelors,Miami,M,0.0,1,0.0,0,Senior SWE,02/20,04/22,Data Scientist,04/19,10/20,N/A,N/A,N/A,2.69
629,Providence University,2.8,Bachelors,Providence,M,1.0,1,0.0,3,Lawyer,11/17,08/23,N/A,N/A,N/A,N/A,N/A,N/A,9.01
630,Harvard University,1.06,PhD,Charlottesville,F,0.0,1,0.0,1,Data Scientist,04/20,01/22,ML Engineer,12/17,10/21,N/A,N/A,N/A,6.11
631,Fordham University,1.2,Bachelors,Miami,F,0.0,1,1.0,1,Junior SWE,06/18,08/21,Data Scientist,12/16,12/20,Senior SWE,01/13,09/18,6.74
632,Howard University,3.82,Bachelors,Chicago,N/A,0.0,1,0.0,1,Junior SWE,07/20,03/23,Junior SWE,12/17,01/20,N/A,N/A,N/A,0.37
633,Harvard University,2.09,Bachelors,Boston,N/A,0.0,1,N/A,3,Junior SWE,04/20,12/21,Lawyer,07/19,11/21,ML Engineer,08/15,03/18,9.43
634,American University,1.81,PhD,Providence,F,0.0,1,0.0,2,Junior SWE,09/17,03/23,Junior SWE,05/15,09/20,N/A,N/A,N/A,1.67
635,Yale University,2.78,Masters,Los Angeles,F,0.0,0,0.0,4,Lawyer,05/17,11/23,N/A,N/A,N/A,N/A,N/A,N/A,0.85
636,Yale University,2.61,PhD,Providence,M,1.0,1,0.0,1,ML Engineer,05/17,06/23,N/A,N/A,N/A,N/A,N/A,N/A,3.76
637,Harvard University,2.0,Bachelors,New York City,F,0.0,1,0.0,4,Junior SWE,09/17,01/21,Senior SWE,04/15,05/21,N/A,N/A,N/A,2.72
638,Fordham University,3.69,PhD,New York City,F,0.0,1,0.0,1,Data Scientist,11/19,10/21,Junior SWE,06/19,11/21,N/A,N/A,N/A,5.39
639,American University,2.07,Bachelors,Chicago,N/A,0.0,1,0.0,1,ML Engineer,01/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A,1.66
640,Yale University,3.53,Bachelors,Providence,F,0.0,1,0.0,2,ML Engineer,01/20,10/22,ML Engineer,07/19,11/20,Data Scientist,12/13,03/19,6.94
641,Yale University,2.05,Masters,Miami,M,0.0,1,0.0,0,Senior SWE,03/18,02/21,Data Scientist,11/16,01/19,N/A,N/A,N/A,9.31
642,Fordham University,2.82,Bachelors,Miami,M,0.0,1,N/A,1,Data Scientist,09/18,02/23,ML Engineer,07/18,01/20,N/A,N/A,N/A,9.37
643,Harvard University,2.33,Bachelors,Los Angeles,F,0.0,1,0.0,2,Data Scientist,06/19,05/22,N/A,N/A,N/A,N/A,N/A,N/A,4.73
644,Providence University,3.62,Bachelors,Miami,F,0.0,1,0.0,0,ML Engineer,02/18,04/22,Data Scientist,11/19,08/20,N/A,N/A,N/A,2.06
645,Fordham University,2.38,PhD,Waltham,M,0.0,0,0.0,0,Lawyer,07/20,01/23,ML Engineer,11/15,05/20,N/A,N/A,N/A,7.29
646,Harvard University,2.54,Masters,Chicago,M,0.0,1,0.0,2,ML Engineer,06/19,07/23,N/A,N/A,N/A,N/A,N/A,N/A,1.07
647,Yale University,3.81,Masters,Charlottesville,M,1.0,1,0.0,4,Data Scientist,02/18,12/22,N/A,N/A,N/A,N/A,N/A,N/A,5.59
648,Yale University,2.25,Bachelors,Chicago,M,1.0,1,0.0,2,Lawyer,10/17,12/21,N/A,N/A,N/A,N/A,N/A,N/A,5.28
649,American University,2.41,Bachelors,Chicago,M,N/A,1,0.0,0,Lawyer,08/17,06/21,N/A,N/A,N/A,N/A,N/A,N/A,8.15
650,Providence University,1.37,Masters,Boston,F,0.0,1,0.0,2,Data Scientist,07/20,02/22,Data Scientist,07/16,08/20,ML Engineer,12/17,07/17,8.05
651,Howard University,2.04,Masters,Chicago,F,0.0,1,1.0,2,Senior SWE,12/19,12/21,Junior SWE,01/16,07/21,N/A,N/A,N/A,8.79
652,Yale University,1.36,Masters,Waltham,M,0.0,1,0.0,0,Data Scientist,12/19,12/21,Data Scientist,10/19,04/20,N/A,N/A,N/A,5.53
653,Howard University,1.06,Bachelors,Providence,M,0.0,1,0.0,0,ML Engineer,12/18,01/21,N/A,N/A,N/A,N/A,N/A,N/A,1.51
654,Yale University,3.24,Bachelors,Chicago,F,N/A,1,0.0,3,Senior SWE,07/19,02/22,N/A,N/A,N/A,N/A,N/A,N/A,4.13
655,Brandeis University,1.47,Masters,Waltham,F,0.0,1,0.0,2,Junior SWE,01/18,08/21,N/A,N/A,N/A,N/A,N/A,N/A,2.06
656,Brandeis University,2.31,PhD,Charlottesville,F,0.0,1,0.0,0,Lawyer,03/20,10/23,Data Scientist,03/16,06/20,N/A,N/A,N/A,7.25
657,American University,1.41,Bachelors,Boston,N/A,1.0,1,0.0,3,Lawyer,01/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,4.47
658,Fordham University,2.63,Bachelors,Miami,F,N/A,1,0.0,2,Junior SWE,04/19,07/23,Senior SWE,07/15,09/19,N/A,N/A,N/A,4.5
659,Fordham University,3.95,Bachelors,Miami,M,0.0,1,0.0,3,ML Engineer,09/20,09/21,Junior SWE,01/15,11/19,N/A,N/A,N/A,9.28
660,American University,3.45,Masters,Miami,F,0.0,0,0.0,0,Data Scientist,12/19,03/22,N/A,N/A,N/A,N/A,N/A,N/A,0.67
661,Providence University,1.94,Bachelors,Waltham,F,0.0,0,0.0,3,Data Scientist,04/19,10/22,N/A,N/A,N/A,N/A,N/A,N/A,2.51
662,American University,3.83,Bachelors,Miami,F,0.0,1,0.0,4,ML Engineer,04/19,10/22,ML Engineer,02/19,01/20,N/A,N/A,N/A,6.71
663,Harvard University,3.89,Bachelors,Waltham,F,N/A,1,0.0,1,Senior SWE,01/20,11/23,Junior SWE,10/15,04/21,N/A,N/A,N/A,2.93
664,Fordham University,2.97,PhD,Boston,F,N/A,1,0.0,4,Junior SWE,02/17,10/22,N/A,N/A,N/A,N/A,N/A,N/A,4.27
665,Providence University,1.21,Masters,New York City,M,0.0,1,0.0,3,Junior SWE,09/17,05/22,Junior SWE,06/19,07/19,N/A,N/A,N/A,7.73
666,Harvard University,3.09,Masters,Miami,F,0.0,0,0.0,4,Senior SWE,01/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,0.92
667,Fordham University,1.11,Bachelors,Charlottesville,F,0.0,1,0.0,1,Senior SWE,08/18,05/22,N/A,N/A,N/A,N/A,N/A,N/A,0.57
668,Fordham University,3.83,PhD,Waltham,F,0.0,1,0.0,0,Data Scientist,02/18,11/22,N/A,N/A,N/A,N/A,N/A,N/A,8.32
669,Howard University,2.97,Bachelors,Boston,M,0.0,1,0.0,3,Senior SWE,07/17,08/22,ML Engineer,11/18,05/19,N/A,N/A,N/A,4.96
670,Brandeis University,1.79,PhD,Miami,M,0.0,0,0.0,0,Junior SWE,02/18,07/23,N/A,N/A,N/A,N/A,N/A,N/A,3.99
671,Howard University,1.08,PhD,Chicago,M,0.0,1,0.0,1,Junior SWE,06/18,12/21,N/A,N/A,N/A,N/A,N/A,N/A,9.01
672,Fordham University,1.08,Masters,Providence,M,0.0,1,0.0,2,Senior SWE,08/19,04/22,Senior SWE,03/18,10/19,ML Engineer,04/14,07/19,8.6
673,Harvard University,1.66,Masters,Providence,N/A,0.0,1,0.0,2,Data Scientist,04/20,11/23,N/A,N/A,N/A,N/A,N/A,N/A,3.26
674,American University,1.93,Bachelors,Charlottesville,M,0.0,0,0.0,0,ML Engineer,05/19,02/22,Senior SWE,11/17,02/21,Lawyer,12/16,09/17,3.34
675,Providence University,3.89,Masters,Charlottesville,M,0.0,1,0.0,4,Lawyer,01/17,05/22,N/A,N/A,N/A,N/A,N/A,N/A,3.14
676,Yale University,1.02,Bachelors,Boston,M,0.0,0,0.0,1,Lawyer,02/19,01/23,N/A,N/A,N/A,N/A,N/A,N/A,5.2
677,Yale University,1.84,Bachelors,Los Angeles,M,0.0,1,0.0,3,Data Scientist,01/18,10/21,Lawyer,12/17,10/21,N/A,N/A,N/A,3.57
678,Providence University,2.3,Bachelors,New York City,N/A,0.0,1,0.0,3,Lawyer,01/18,11/22,Lawyer,09/17,04/19,Lawyer,09/15,04/17,4.36
679,Yale University,1.58,Bachelors,Miami,M,0.0,1,0.0,3,ML Engineer,07/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,0.48
